,who,is,the,hero,who,killed,a,dragon,on,the,drachenfels,?
the,0.3733934462070465,0.5823672413825989,1.0,0.19534069299697876,0.3733934462070465,0.23115427792072296,0.5829201340675354,0.2850968539714813,0.5107308030128479,1.0,0.39601391553878784,0.22068053483963013
hero,0.3189622759819031,0.17476734519004822,0.19534069299697876,1.0000001192092896,0.3189622759819031,0.2846824526786804,0.23469185829162598,0.2513693571090698,0.19229404628276825,0.19534069299697876,0.1570734828710556,0.141077920794487
siegfried,0.26513513922691345,0.15042954683303833,0.2753113806247711,0.21113228797912598,0.26513513922691345,0.30863791704177856,0.2329370081424713,0.34016308188438416,0.13164719939231873,0.2753113806247711,0.4234590232372284,0.20512576401233673
killing,0.22400251030921936,0.23006494343280792,0.2688891291618347,0.17114420235157013,0.22400251030921936,0.6540077328681946,0.23764893412590027,0.16359922289848328,0.2887358069419861,0.2688891291618347,0.22896942496299744,0.13008421659469604
a,0.36608949303627014,0.658733606338501,0.5829201340675354,0.23469185829162598,0.36608949303627014,0.2230118364095688,1.0,0.22673311829566956,0.3848365545272827,0.5829201340675354,0.2755681872367859,0.23916715383529663
dragon,0.21980597078800201,0.228524312376976,0.2850968539714813,0.2513693571090698,0.21980597078800201,0.22970463335514069,0.22673311829566956,0.9999999403953552,0.24010665714740753,0.2850968539714813,0.3357457220554352,0.1974911391735077
on,0.2340552806854248,0.3635730445384979,0.5107308030128479,0.19229404628276825,0.2340552806854248,0.1808508187532425,0.3848365545272827,0.24010665714740753,0.9999999403953552,0.5107308030128479,0.2989811599254608,0.2714994251728058
the,0.3733934462070465,0.5823672413825989,1.0,0.19534069299697876,0.3733934462070465,0.23115427792072296,0.5829201340675354,0.2850968539714813,0.5107308030128479,1.0,0.39601391553878784,0.22068053483963013
drachenfels,0.2877472937107086,0.3311617970466614,0.39601391553878784,0.1570734828710556,0.2877472937107086,0.2691272795200348,0.2755681872367859,0.3357457220554352,0.2989811599254608,0.39601391553878784,1.0,0.23901787400245667
(,0.2443375140428543,0.35393038392066956,0.33289089798927307,0.1557200402021408,0.2443375140428543,0.15075741708278656,0.3206180930137634,0.20664368569850922,0.28656116127967834,0.33289089798927307,0.32253003120422363,0.40561532974243164
siebengebirge,0.2225571870803833,0.26564347743988037,0.31897008419036865,0.1880069524049759,0.2225571870803833,0.16803032159805298,0.24325422942638397,0.25715872645378113,0.22751373052597046,0.31897008419036865,0.6445955634117126,0.20031411945819855
),0.2457384318113327,0.37732169032096863,0.3456730246543884,0.18249176442623138,0.2457384318113327,0.15885357558727264,0.3640355169773102,0.19036848843097687,0.29937487840652466,0.3456730246543884,0.32811519503593445,0.42300865054130554
(,0.2443375140428543,0.35393038392066956,0.33289089798927307,0.1557200402021408,0.2443375140428543,0.15075741708278656,0.3206180930137634,0.20664368569850922,0.28656116127967834,0.33289089798927307,0.32253003120422363,0.40561532974243164
``,0.02397952415049076,0.058766357600688934,0.029072100296616554,-0.011326625011861324,0.02397952415049076,0.02015254646539688,0.07272057235240936,-0.03440721333026886,-0.03274054825305939,0.029072100296616554,0.059318821877241135,0.0685480609536171
dragons,0.24425823986530304,0.16512633860111237,0.22489608824253082,0.2018420696258545,0.24425823986530304,0.2472972720861435,0.16268666088581085,0.7728802561759949,0.16799341142177582,0.22489608824253082,0.2634831666946411,0.21608462929725647
rock,0.1515379399061203,0.1981455236673355,0.23786304891109467,0.26124465465545654,0.1515379399061203,0.09752541035413742,0.25165656208992004,0.2063976377248764,0.22499562799930573,0.23786304891109467,0.17436249554157257,0.13172835111618042
'',0.024401003494858742,0.0793738141655922,0.041273195296525955,0.044631537050008774,0.024401003494858742,-0.006794740911573172,0.04890415817499161,0.005175616592168808,0.04238596186041832,0.041273195296525955,8.406977576669306e-05,0.018684765323996544
),0.2457384318113327,0.37732169032096863,0.3456730246543884,0.18249176442623138,0.2457384318113327,0.15885357558727264,0.3640355169773102,0.19036848843097687,0.29937487840652466,0.3456730246543884,0.32811519503593445,0.42300865054130554
",",0.3365725874900818,0.4691906273365021,0.4933079481124878,0.22340096533298492,0.3365725874900818,0.3006497025489807,0.427140474319458,0.25962120294570923,0.49057599902153015,0.4933079481124878,0.415554016828537,0.31091248989105225
near,0.08319083601236343,0.25453904271125793,0.2879819869995117,0.1406664252281189,0.08319083601236343,0.28227177262306213,0.25033900141716003,0.13242529332637787,0.3508072793483734,0.2879819869995117,0.2918677031993866,0.10734958201646805
bonn,0.195410817861557,0.20261140167713165,0.25680050253868103,0.04128776863217354,0.195410817861557,0.129328191280365,0.20975470542907715,0.11249097436666489,0.1968095898628235,0.25680050253868103,0.5206566452980042,0.16948336362838745
at,0.22096660733222961,0.25906258821487427,0.457212895154953,0.14847251772880554,0.22096660733222961,0.24826225638389587,0.3095070421695709,0.24407365918159485,0.4806317389011383,0.457212895154953,0.23166893422603607,0.21978627145290375
the,0.3733934462070465,0.5823672413825989,1.0,0.19534069299697876,0.3733934462070465,0.23115427792072296,0.5829201340675354,0.2850968539714813,0.5107308030128479,1.0,0.39601391553878784,0.22068053483963013
rhine,0.16740792989730835,0.15617261826992035,0.30735138058662415,0.12156961113214493,0.16740792989730835,0.1217905580997467,0.1823403388261795,0.10154204070568085,0.20067645609378815,0.30735138058662415,0.5275524258613586,0.13754533231258392
and,0.41279885172843933,0.3859752118587494,0.5171257257461548,0.18470527231693268,0.41279885172843933,0.23023393750190735,0.3739250600337982,0.181270033121109,0.4077630043029785,0.5171257257461548,0.38185977935791016,0.20544172823429108
of,0.2827862501144409,0.4854315221309662,0.733189046382904,0.20685459673404694,0.2827862501144409,0.2589981257915497,0.5052502155303955,0.17682741582393646,0.3966929316520691,0.733189046382904,0.3707074224948883,0.1826142966747284
the,0.3733934462070465,0.5823672413825989,1.0,0.19534069299697876,0.3733934462070465,0.23115427792072296,0.5829201340675354,0.2850968539714813,0.5107308030128479,1.0,0.39601391553878784,0.22068053483963013
burgundians,0.29423797130584717,0.16913676261901855,0.3270890712738037,0.18197305500507355,0.29423797130584717,0.20909376442432404,0.22403357923030853,0.17199331521987915,0.12304668128490448,0.3270890712738037,0.4283263385295868,0.16021956503391266
and,0.41279885172843933,0.3859752118587494,0.5171257257461548,0.18470527231693268,0.41279885172843933,0.23023393750190735,0.3739250600337982,0.181270033121109,0.4077630043029785,0.5171257257461548,0.38185977935791016,0.20544172823429108
their,0.3767721951007843,0.2101074606180191,0.516537070274353,0.16315922141075134,0.3767721951007843,0.20294970273971558,0.29698723554611206,0.1605714112520218,0.3598666191101074,0.516537070274353,0.23441259562969208,0.1898253709077835
court,0.24532970786094666,0.20797641575336456,0.2812081575393677,0.07384921610355377,0.24532970786094666,0.1845754235982895,0.23624834418296814,0.15004314482212067,0.23630931973457336,0.2812081575393677,0.30373165011405945,0.17100423574447632
at,0.22096660733222961,0.25906258821487427,0.457212895154953,0.14847251772880554,0.22096660733222961,0.24826225638389587,0.3095070421695709,0.24407365918159485,0.4806317389011383,0.457212895154953,0.23166893422603607,0.21978627145290375
worms,0.15145674347877502,0.19746294617652893,0.22492028772830963,0.06447818130254745,0.15145674347877502,0.15878897905349731,0.24081920087337494,0.2211269587278366,0.21352466940879822,0.22492028772830963,0.455080509185791,0.18053190410137177
",",0.3365725874900818,0.4691906273365021,0.4933079481124878,0.22340096533298492,0.3365725874900818,0.3006497025489807,0.427140474319458,0.25962120294570923,0.49057599902153015,0.4933079481124878,0.415554016828537,0.31091248989105225
at,0.22096660733222961,0.25906258821487427,0.457212895154953,0.14847251772880554,0.22096660733222961,0.24826225638389587,0.3095070421695709,0.24407365918159485,0.4806317389011383,0.457212895154953,0.23166893422603607,0.21978627145290375
the,0.3733934462070465,0.5823672413825989,1.0,0.19534069299697876,0.3733934462070465,0.23115427792072296,0.5829201340675354,0.2850968539714813,0.5107308030128479,1.0,0.39601391553878784,0.22068053483963013
rhine,0.16740792989730835,0.15617261826992035,0.30735138058662415,0.12156961113214493,0.16740792989730835,0.1217905580997467,0.1823403388261795,0.10154204070568085,0.20067645609378815,0.30735138058662415,0.5275524258613586,0.13754533231258392
and,0.41279885172843933,0.3859752118587494,0.5171257257461548,0.18470527231693268,0.41279885172843933,0.23023393750190735,0.3739250600337982,0.181270033121109,0.4077630043029785,0.5171257257461548,0.38185977935791016,0.20544172823429108
kriemhild,0.3535286486148834,0.20182400941848755,0.30560582876205444,0.2739418148994446,0.3535286486148834,0.24722740054130554,0.2587619423866272,0.3063395917415619,0.19932301342487335,0.30560582876205444,0.534943699836731,0.22281241416931152
's,0.05599616840481758,0.02396530658006668,-0.01540423184633255,0.07025071233510971,0.05599616840481758,-0.004342961125075817,0.04866964742541313,-0.04189743846654892,0.0026888418942689896,-0.01540423184633255,0.06749486923217773,-0.023395681753754616
golden,0.21521420776844025,0.21509666740894318,0.28740859031677246,0.14986774325370789,0.21521420776844025,0.10161460191011429,0.24846121668815613,0.3206633925437927,0.18434105813503265,0.28740859031677246,0.27557507157325745,0.1324693262577057
treasure,0.23424921929836273,0.2251747101545334,0.27999910712242126,0.2742590606212616,0.23424921929836273,0.16163621842861176,0.20180417597293854,0.36968743801116943,0.15577691793441772,0.27999910712242126,0.24604032933712006,0.1428249627351761
",",0.3365725874900818,0.4691906273365021,0.4933079481124878,0.22340096533298492,0.3365725874900818,0.3006497025489807,0.427140474319458,0.25962120294570923,0.49057599902153015,0.4933079481124878,0.415554016828537,0.31091248989105225
which,0.3688730001449585,0.4457404911518097,0.6521818041801453,0.17129172384738922,0.3688730001449585,0.14481931924819946,0.56894451379776,0.2305269092321396,0.4245251417160034,0.6521818041801453,0.3165706694126129,0.25814583897590637
was,0.3318818509578705,0.5810302495956421,0.48711544275283813,0.2788515090942383,0.3318818509578705,0.31229376792907715,0.4508470594882965,0.2001279592514038,0.3909217119216919,0.48711544275283813,0.28801000118255615,0.18412111699581146
thrown,0.23071284592151642,0.18113914132118225,0.2739415764808655,0.18597139418125153,0.23071284592151642,0.3808351755142212,0.29515311121940613,0.2284759283065796,0.15872816741466522,0.2739415764808655,0.19864043593406677,0.21178987622261047
into,0.16956904530525208,0.2619607150554657,0.39493247866630554,0.12070882320404053,0.16956904530525208,0.21267490088939667,0.3461161255836487,0.2050328254699707,0.30585673451423645,0.39493247866630554,0.286173552274704,0.15662476420402527
the,0.3733934462070465,0.5823672413825989,1.0,0.19534069299697876,0.3733934462070465,0.23115427792072296,0.5829201340675354,0.2850968539714813,0.5107308030128479,1.0,0.39601391553878784,0.22068053483963013
rhine,0.16740792989730835,0.15617261826992035,0.30735138058662415,0.12156961113214493,0.16740792989730835,0.1217905580997467,0.1823403388261795,0.10154204070568085,0.20067645609378815,0.30735138058662415,0.5275524258613586,0.13754533231258392
by,0.39727845788002014,0.3899846076965332,0.4408751428127289,0.14068663120269775,0.39727845788002014,0.27886173129081726,0.32094135880470276,0.1482817828655243,0.33887791633605957,0.4408751428127289,0.25681379437446594,0.17966607213020325
hagen,0.21909116208553314,0.1827080249786377,0.22946712374687195,0.1355545073747635,0.21909116208553314,0.1569591760635376,0.22999612987041473,0.2776380181312561,0.1905326545238495,0.22946712374687195,0.4295634925365448,0.19509121775627136
.,0.3541337847709656,0.4569662809371948,0.5934505462646484,0.22508949041366577,0.3541337847709656,0.2666846215724945,0.50484299659729,0.23836193978786469,0.49257001280784607,0.5934505462646484,0.3583385944366455,0.4130953550338745
