,how,much,resources,were,french,placing,in,north,america,?
the,0.33890387415885925,0.35023224353790283,0.25734785199165344,0.3906462490558624,0.2555147111415863,0.4173245429992676,0.6662389636039734,0.36298373341560364,0.37090015411376953,0.22068053483963013
colonies,0.17465266585350037,0.24028944969177246,0.2732733190059662,0.32270577549934387,0.20400510728359222,0.1901354342699051,0.28602269291877747,0.2843923270702362,0.3768984079360962,0.07886616140604019
at,0.2154216170310974,0.23158283531665802,0.20409676432609558,0.2947486639022827,0.17825756967067719,0.2107560634613037,0.4374977946281433,0.2535056173801422,0.1539384126663208,0.21978627145290375
a,0.29312583804130554,0.2958075702190399,0.19164273142814636,0.17203083634376526,0.24285779893398285,0.25996455550193787,0.539380669593811,0.25008413195610046,0.22012436389923096,0.23916715383529663
time,0.35346719622612,0.3794040381908417,0.27837085723876953,0.3104150593280792,0.1929292231798172,0.27087870240211487,0.3431483507156372,0.17843246459960938,0.24630923569202423,0.27391523122787476
when,0.4767928421497345,0.39518025517463684,0.2354515790939331,0.29649975895881653,0.18820616602897644,0.3458526134490967,0.4431333839893341,0.21003669500350952,0.21924224495887756,0.22841128706932068
france,0.13197430968284607,0.18867932260036469,0.16376513242721558,0.24330811202526093,0.5492131114006042,0.16507093608379364,0.3812309503555298,0.28069406747817993,0.2988167703151703,0.15069349110126495
was,0.16678167879581451,0.2580166161060333,0.14124581217765808,0.590133786201477,0.2523815333843231,0.16940419375896454,0.45514053106307983,0.29020047187805176,0.2850865423679352,0.18412111699581146
unwilling,0.4157150685787201,0.3474017381668091,0.31662046909332275,0.15803682804107666,0.1567261666059494,0.2862195670604706,0.19209063053131104,0.0995895117521286,0.1342114955186844,0.2631198465824127
to,0.44169697165489197,0.40610215067863464,0.3263809382915497,0.31913647055625916,0.1713797152042389,0.3024216890335083,0.45010748505592346,0.2743184268474579,0.2636699676513672,0.29463258385658264
risk,0.24794042110443115,0.33509722352027893,0.30343928933143616,0.12854085862636566,0.05092533677816391,0.293096661567688,0.15674413740634918,0.09485804289579391,0.15983633697032928,0.22318896651268005
large,0.21342547237873077,0.35420098900794983,0.2549903094768524,0.3147265911102295,0.16551434993743896,0.225333571434021,0.2841601073741913,0.2836901545524597,0.25669804215431213,0.1355665624141693
convoys,0.15035711228847504,0.1711435616016388,0.2571876049041748,0.3389638066291809,0.23884126543998718,0.20069363713264465,0.2521894872188568,0.2721357047557831,0.21024060249328613,0.17064955830574036
to,0.44169697165489197,0.40610215067863464,0.3263809382915497,0.31913647055625916,0.1713797152042389,0.3024216890335083,0.45010748505592346,0.2743184268474579,0.2636699676513672,0.29463258385658264
aid,0.19852137565612793,0.18081896007061005,0.31105706095695496,0.16526101529598236,0.15580835938453674,0.17929799854755402,0.1754455417394638,0.1506621092557907,0.08743897080421448,0.08358026295900345
the,0.33890387415885925,0.35023224353790283,0.25734785199165344,0.3906462490558624,0.2555147111415863,0.4173245429992676,0.6662389636039734,0.36298373341560364,0.37090015411376953,0.22068053483963013
limited,0.2116495817899704,0.30516189336776733,0.3346121311187744,0.19739395380020142,0.12809860706329346,0.19153118133544922,0.23956921696662903,0.1627601832151413,0.23432742059230804,0.09444807469844818
forces,0.17453457415103912,0.1764928102493286,0.23178492486476898,0.23023411631584167,0.21963679790496826,0.15901261568069458,0.2565164566040039,0.2323179692029953,0.12391284108161926,0.16984491050243378
it,0.36714982986450195,0.48116767406463623,0.23076653480529785,0.25487732887268066,0.18351560831069946,0.2753039300441742,0.5130809545516968,0.33463054895401,0.311389297246933,0.25732165575027466
had,0.2549138069152832,0.31141290068626404,0.1780579388141632,0.6150832772254944,0.1956298053264618,0.20729051530361176,0.385026752948761,0.18847866356372833,0.2162282019853592,0.20728366076946259
in,0.2601168751716614,0.2725222110748291,0.2161814570426941,0.3815755248069763,0.22093388438224792,0.25675341486930847,1.0,0.39050599932670593,0.3098583221435547,0.20430970191955566
new,0.20832711458206177,0.21660366654396057,0.1655859351158142,0.21711495518684387,0.1977054476737976,0.20882122218608856,0.3758552670478821,0.24270093441009521,0.27665242552757263,0.14782847464084625
france,0.13197430968284607,0.18867932260036469,0.16376513242721558,0.24330811202526093,0.5492131114006042,0.16507093608379364,0.3812309503555298,0.28069406747817993,0.2988167703151703,0.15069349110126495
.,0.3287222981452942,0.3374604284763336,0.2478848099708557,0.3378238379955292,0.2480926215648651,0.23090000450611115,0.5591574311256409,0.3171539604663849,0.29180291295051575,0.4130953550338745
