,what,region,of,china,is,hebei,part,of,?
top-level,0.2527652382850647,0.27577516436576843,0.21719029545783997,0.26452523469924927,0.23311057686805725,0.2980743646621704,0.23899948596954346,0.21719029545783997,0.23824462294578552
administrative,0.2697139382362366,0.35766687989234924,0.3186163008213043,0.17518837749958038,0.272190123796463,0.2994268536567688,0.31250762939453125,0.3186163008213043,0.15912041068077087
department,0.20655807852745056,0.4206911623477936,0.3181971311569214,0.15339751541614532,0.22835731506347656,0.20214702188968658,0.2939012050628662,0.3181971311569214,0.1343645304441452
called,0.3235960602760315,0.22494105994701385,0.4222904443740845,0.20535343885421753,0.430266410112381,0.24481435120105743,0.4405199885368347,0.4222904443740845,0.18963319063186646
the,0.42745697498321533,0.35020557045936584,0.733189046382904,0.3110525608062744,0.5823672413825989,0.3159666061401367,0.527681291103363,0.733189046382904,0.22068053483963013
bureau,0.183439701795578,0.2448340505361557,0.23669974505901337,0.2681562006473541,0.19418226182460785,0.28186118602752686,0.17366932332515717,0.23669974505901337,0.12716132402420044
of,0.33290785551071167,0.2852717339992523,1.0,0.27699828147888184,0.4854315221309662,0.33774545788764954,0.452393114566803,1.0,0.1826142966747284
buddhist,0.16616633534431458,0.1914956122636795,0.27792954444885254,0.3829341232776642,0.14551135897636414,0.4423043727874756,0.11624772101640701,0.27792954444885254,0.15461066365242004
and,0.31309178471565247,0.2372262328863144,0.5116966962814331,0.27966102957725525,0.3859752118587494,0.24144813418388367,0.35301485657691956,0.5116966962814331,0.20544172823429108
tibetan,0.12452398985624313,0.21418717503547668,0.226594015955925,0.42715561389923096,0.18980872631072998,0.37123098969459534,0.1902535855770111,0.226594015955925,0.14673879742622375
affairs,0.15737071633338928,0.16180025041103363,0.24955187737941742,0.1994004249572754,0.12986713647842407,0.2188296765089035,0.20021562278270721,0.24955187737941742,0.11928717792034149
(,0.2411840260028839,0.1544569879770279,0.35032153129577637,0.20244336128234863,0.35393038392066956,0.19589382410049438,0.2208257019519806,0.35032153129577637,0.40561532974243164
or,0.33867141604423523,0.19172623753547668,0.3792596757411957,0.2407131791114807,0.41870999336242676,0.2731262445449829,0.28093159198760986,0.3792596757411957,0.32389625906944275
xuanzheng,0.23771709203720093,0.23454786837100983,0.2620665729045868,0.7011515498161316,0.1950312852859497,0.6407918334007263,0.16670159995555878,0.2620665729045868,0.24503181874752045
yuan,0.13503028452396393,0.17916208505630493,0.22696353495121002,0.5794417262077332,0.1437031477689743,0.49813857674598694,0.12423206120729446,0.22696353495121002,0.12871281802654266
),0.26259949803352356,0.1620774269104004,0.3680361211299896,0.21962320804595947,0.37732169032096863,0.20504844188690186,0.24734117090702057,0.3680361211299896,0.42300865054130554
held,0.0974166989326477,0.1772816777229309,0.28960686922073364,0.16225431859493256,0.19884860515594482,0.15436047315597534,0.2854076027870178,0.28960686922073364,0.14103956520557404
administrative,0.2697139382362366,0.35766687989234924,0.3186163008213043,0.17518837749958038,0.272190123796463,0.2994268536567688,0.31250762939453125,0.3186163008213043,0.15912041068077087
rule,0.30539435148239136,0.13758836686611176,0.25175079703330994,0.2044581174850464,0.18984714150428772,0.13406144082546234,0.17678876221179962,0.25175079703330994,0.1955260932445526
over,0.28007611632347107,0.19301480054855347,0.36136594414711,0.24987012147903442,0.2159561663866043,0.19143961369991302,0.29511886835098267,0.36136594414711,0.25742942094802856
the,0.42745697498321533,0.35020557045936584,0.733189046382904,0.3110525608062744,0.5823672413825989,0.3159666061401367,0.527681291103363,0.733189046382904,0.22068053483963013
whole,0.38441845774650574,0.18421776592731476,0.4001069962978363,0.15167009830474854,0.32541996240615845,0.1904522180557251,0.4933738112449646,0.4001069962978363,0.21052291989326477
of,0.33290785551071167,0.2852717339992523,1.0,0.27699828147888184,0.4854315221309662,0.33774545788764954,0.452393114566803,1.0,0.1826142966747284
modern-day,0.3245202898979187,0.23053671419620514,0.27121108770370483,0.2132134586572647,0.23828084766864777,0.25082671642303467,0.2680540084838867,0.27121108770370483,0.2257315069437027
tibet,0.16768904030323029,0.30642372369766235,0.2033603936433792,0.5096576809883118,0.17587772011756897,0.4112781882286072,0.20604905486106873,0.2033603936433792,0.17537984251976013
and,0.31309178471565247,0.2372262328863144,0.5116966962814331,0.27966102957725525,0.3859752118587494,0.24144813418388367,0.35301485657691956,0.5116966962814331,0.20544172823429108
a,0.3320399522781372,0.23209655284881592,0.5052502155303955,0.17720326781272888,0.658733606338501,0.2694714367389679,0.3994528353214264,0.5052502155303955,0.23916715383529663
part,0.3476244807243347,0.33727937936782837,0.452393114566803,0.21336233615875244,0.4582172930240631,0.25728338956832886,1.0,0.452393114566803,0.08557961881160736
of,0.33290785551071167,0.2852717339992523,1.0,0.27699828147888184,0.4854315221309662,0.33774545788764954,0.452393114566803,1.0,0.1826142966747284
sichuan,0.16707143187522888,0.2504764795303345,0.2515173554420471,0.6190211176872253,0.1912415474653244,0.5887866616249084,0.15472745895385742,0.2515173554420471,0.12777219712734222
",",0.3087472915649414,0.2119160145521164,0.4946078956127167,0.27650898694992065,0.4691906273365021,0.29021596908569336,0.3376222252845764,0.4946078956127167,0.31091248989105225
qinghai,0.14458763599395752,0.29256385564804077,0.23990711569786072,0.6548596620559692,0.2348105013370514,0.6063008904457092,0.21684446930885315,0.23990711569786072,0.20057429373264313
and,0.31309178471565247,0.2372262328863144,0.5116966962814331,0.27966102957725525,0.3859752118587494,0.24144813418388367,0.35301485657691956,0.5116966962814331,0.20544172823429108
kashmir,0.2208980917930603,0.2995176613330841,0.23298360407352448,0.37215137481689453,0.20707644522190094,0.2678677439689636,0.3181796371936798,0.23298360407352448,0.06440603733062744
.,0.3567904531955719,0.2506107687950134,0.5352458953857422,0.2979343831539154,0.4569662809371948,0.26021891832351685,0.32817673683166504,0.5352458953857422,0.4130953550338745
