,what,is,the,common,coastal,pleurobrachia,called,?
pleurobrachia,0.22535713016986847,0.25550252199172974,0.3389502763748169,0.2826249599456787,0.26176005601882935,1.0,0.28878045082092285,0.2196917086839676
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.2497023195028305,0.21444359421730042,0.3501478135585785,0.26549121737480164,0.31091248989105225
sometimes,0.34229418635368347,0.3757973313331604,0.35816407203674316,0.3963818848133087,0.24834951758384705,0.3078690469264984,0.575774610042572,0.1751544177532196
has,0.20338068902492523,0.5668748617172241,0.4177538752555847,0.22700761258602142,0.19329409301280975,0.21328231692314148,0.30485156178474426,0.15994466841220856
an,0.2821882665157318,0.4654068350791931,0.4207492768764496,0.13647881150245667,0.1253085732460022,0.18600554764270782,0.2858632802963257,0.19793890416622162
egg-shaped,0.22149525582790375,0.24212585389614105,0.30625149607658386,0.26795583963394165,0.2465461939573288,0.4102420508861542,0.4282063841819763,0.11325749009847641
body,0.2143840193748474,0.2790417969226837,0.31682634353637695,0.19658876955509186,0.09853404015302658,0.3844464123249054,0.24747388064861298,0.20136451721191406
with,0.2464839518070221,0.3250955045223236,0.4223487675189972,0.26739466190338135,0.18404316902160645,0.23935267329216003,0.3139074146747589,0.2433311939239502
the,0.42745697498321533,0.5823672413825989,1.0,0.2705984115600586,0.2718130946159363,0.3389502763748169,0.489897221326828,0.22068053483963013
mouth,0.18337541818618774,0.2722901999950409,0.3073960244655609,0.15925870835781097,0.2751062512397766,0.33251672983169556,0.21764245629310608,0.21761061251163483
at,0.2838611304759979,0.25906258821487427,0.457212895154953,0.10125654935836792,0.1355087012052536,0.1865178495645523,0.23534239828586578,0.21978627145290375
the,0.42745697498321533,0.5823672413825989,1.0,0.2705984115600586,0.2718130946159363,0.3389502763748169,0.489897221326828,0.22068053483963013
narrow,0.21173065900802612,0.26095157861709595,0.3104094862937927,0.24980656802654266,0.29025518894195557,0.32451331615448,0.2687143385410309,0.1023377925157547
end,0.29234179854393005,0.2179071456193924,0.39658910036087036,0.15628021955490112,0.16705964505672455,0.2587788701057434,0.2395719289779663,0.12543344497680664
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.2497023195028305,0.21444359421730042,0.3501478135585785,0.26549121737480164,0.31091248989105225
although,0.24844598770141602,0.301360160112381,0.3265823423862457,0.2572022080421448,0.19125059247016907,0.21236853301525116,0.29359960556030273,0.15541206300258636
some,0.4491020441055298,0.3038453459739685,0.4566698372364044,0.4035886824131012,0.2370605617761612,0.30560028553009033,0.4143916368484497,0.2562315762042999
individuals,0.25709760189056396,0.23137153685092926,0.3022412955760956,0.2201746106147766,0.2229018211364746,0.2923092842102051,0.18452173471450806,0.20243582129478455
are,0.29724663496017456,0.5330929756164551,0.40399202704429626,0.3463647663593292,0.24362002313137054,0.2870176434516907,0.3676711618900299,0.24591213464736938
more,0.3484537899494171,0.2946030795574188,0.39758381247520447,0.25056302547454834,0.21768265962600708,0.23618942499160767,0.26791808009147644,0.27894994616508484
uniformly,0.31151601672172546,0.2112616002559662,0.25286054611206055,0.21720093488693237,0.21566347777843475,0.17217789590358734,0.1422170251607895,0.27403488755226135
round,0.19122174382209778,0.13961920142173767,0.19933617115020752,0.09575460106134415,0.10849956423044205,0.2132786512374878,0.19526608288288116,0.17003268003463745
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.21817955374717712,0.21270635724067688,0.33727210760116577,0.300344854593277,0.4130953550338745
