,what,was,the,first,picture,released,by,abc,pictures,?
company,0.2333769053220749,0.2293137013912201,0.26591673493385315,0.23999588191509247,0.20170271396636963,0.16887199878692627,0.22328482568264008,0.16210390627384186,0.2676602602005005,0.12195809185504913
also,0.42747777700424194,0.4032125174999237,0.6021018624305725,0.43768298625946045,0.2621179521083832,0.2548539638519287,0.3824189305305481,0.2030053734779358,0.22005777060985565,0.21848613023757935
founded,0.1163782924413681,0.36917948722839355,0.2840350568294525,0.29694172739982605,0.10629749298095703,0.210678830742836,0.264241099357605,0.16601674258708954,0.16711977124214172,0.09119737893342972
abc,0.1317344456911087,0.21565799415111542,0.2068762183189392,0.2403600513935089,0.2221495658159256,0.2587141990661621,0.17600902915000916,1.0000001192092896,0.23470810055732727,0.19065172970294952
pictures,0.25560304522514343,0.19563059508800507,0.2478199452161789,0.1680396944284439,0.7234493494033813,0.2711962163448334,0.25137969851493835,0.23470810055732727,0.9999998807907104,0.20528490841388702
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.34503069519996643,0.21603867411613464,0.2775750756263733,0.3680937886238098,0.2097204476594925,0.22709426283836365,0.31091248989105225
a,0.3320399522781372,0.4508470594882965,0.5829201340675354,0.4287874400615692,0.28814423084259033,0.23456448316574097,0.32094135880470276,0.21331243216991425,0.17716485261917114,0.23916715383529663
film,0.17437689006328583,0.25235438346862793,0.2824619710445404,0.1921287626028061,0.4303273558616638,0.3011223375797272,0.17890147864818573,0.19744548201560974,0.36265212297439575,0.16369038820266724
production,0.16636081039905548,0.20499728620052338,0.2657334506511688,0.21075090765953064,0.25261053442955017,0.24560125172138214,0.24570661783218384,0.23261262476444244,0.3412708640098572,0.19318072497844696
company,0.2333769053220749,0.2293137013912201,0.26591673493385315,0.23999588191509247,0.20170271396636963,0.16887199878692627,0.22328482568264008,0.16210390627384186,0.2676602602005005,0.12195809185504913
which,0.5261979103088379,0.2830964922904968,0.6521818041801453,0.3828166127204895,0.2613976001739502,0.2545137405395508,0.40543368458747864,0.1991286277770996,0.2527135908603668,0.25814583897590637
released,0.20228935778141022,0.32720035314559937,0.24578391015529633,0.33788758516311646,0.1667124181985855,1.0,0.31595227122306824,0.2587141990661621,0.2711962163448334,0.20329579710960388
its,0.30393704771995544,0.3518870174884796,0.559237003326416,0.26377397775650024,0.19581596553325653,0.1690494418144226,0.24398943781852722,0.19045390188694,0.18480010330677032,0.15103481709957123
first,0.28086137771606445,0.5022147297859192,0.49448907375335693,1.0,0.1857890784740448,0.33788758516311646,0.3877052962779999,0.2403600513935089,0.1680396944284439,0.18701928853988647
picture,0.306155264377594,0.19888970255851746,0.31755533814430237,0.1857890784740448,1.0,0.1667124181985855,0.17909975349903107,0.2221495658159256,0.7234493494033813,0.24607865512371063
that,0.6297725439071655,0.33670201897621155,0.5473989248275757,0.3482176661491394,0.28874918818473816,0.23219406604766846,0.37496164441108704,0.17440107464790344,0.2706739008426666,0.32716336846351624
year,0.15184831619262695,0.3209837079048157,0.3609684407711029,0.3099139928817749,0.21833181381225586,0.21057839691638947,0.28805047273635864,0.2373921275138855,0.14347043633460999,0.18315006792545319
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.34503069519996643,0.21603867411613464,0.2775750756263733,0.3680937886238098,0.2097204476594925,0.22709426283836365,0.31091248989105225
the,0.42745697498321533,0.48711544275283813,1.0,0.49448907375335693,0.31755533814430237,0.24578391015529633,0.4408751428127289,0.2068762183189392,0.2478199452161789,0.22068053483963013
ralph,0.16919583082199097,0.2217940241098404,0.1921381652355194,0.14769327640533447,0.16337445378303528,0.19162027537822723,0.15278442203998566,0.20603297650814056,0.16467508673667908,0.0765800029039383
nelson-directed,0.17078673839569092,0.3058910071849823,0.30807042121887207,0.2613956928253174,0.25587502121925354,0.3763181269168854,0.3833751976490021,0.19398443400859833,0.28646978735923767,0.1687794178724289
charly,0.15208595991134644,0.2764523923397064,0.2594904601573944,0.18695610761642456,0.12742456793785095,0.17379531264305115,0.20528221130371094,0.1893405318260193,0.1379164755344391,0.17653021216392517
.,0.3567904531955719,0.40146201848983765,0.5934505462646484,0.4345304071903229,0.248503178358078,0.298698753118515,0.3936232924461365,0.2567209303379059,0.22817111015319824,0.4130953550338745
