,who,is,the,president,of,egypt,?
united,0.21193812787532806,0.22408509254455566,0.34367692470550537,0.29482975602149963,0.3187655806541443,0.24026095867156982,0.17266890406608582
states,0.21313154697418213,0.21939043700695038,0.3463578522205353,0.33416953682899475,0.30884552001953125,0.2149718999862671,0.16272737085819244
;,0.007937713526189327,0.05324986204504967,0.09152708947658539,-0.05959305167198181,0.054534342139959335,0.036044660955667496,0.10349778085947037
and,0.41279885172843933,0.3859752118587494,0.5171257257461548,0.23286236822605133,0.5116966962814331,0.25949424505233765,0.20544172823429108
making,0.2312910407781601,0.3214159309864044,0.35185980796813965,0.12806975841522217,0.3250596821308136,0.2368571013212204,0.2539324164390564
peace,0.21845698356628418,0.14879313111305237,0.2625678777694702,0.21608883142471313,0.23538054525852203,0.2498847395181656,0.1404135823249817
with,0.3282766342163086,0.3250955045223236,0.4223487675189972,0.14994901418685913,0.41827285289764404,0.16734418272972107,0.2433311939239502
israel,0.16773265600204468,0.20696768164634705,0.21617624163627625,0.2633418142795563,0.18146966397762299,0.46510323882102966,0.15015864372253418
–,0.2920783460140228,0.1436920464038849,0.2607575058937073,0.24094988405704498,0.2799985408782959,0.20186938345432281,0.2714554965496063
released,0.15033993124961853,0.21587204933166504,0.24578391015529633,0.14121489226818085,0.17721395194530487,0.15591466426849365,0.20329579710960388
islamists,0.3102952241897583,0.20125271379947662,0.2982981204986572,0.24934294819831848,0.22912132740020752,0.41131311655044556,0.17165705561637878
from,0.27839982509613037,0.27355384826660156,0.40150508284568787,0.14635725319385529,0.4249346852302551,0.18771670758724213,0.19969791173934937
prison,0.26916176080703735,0.1996632069349289,0.19548384845256805,0.25400489568710327,0.20613855123519897,0.22923140227794647,0.13522469997406006
and,0.41279885172843933,0.3859752118587494,0.5171257257461548,0.23286236822605133,0.5116966962814331,0.25949424505233765,0.20544172823429108
welcomed,0.3319549262523651,0.12989237904548645,0.27339744567871094,0.12234465032815933,0.2227689027786255,0.15298910439014435,0.24655763804912567
home,0.2542758285999298,0.22316986322402954,0.28978195786476135,0.1613578349351883,0.24402645230293274,0.11079879105091095,0.0757145956158638
exiles,0.3144764304161072,0.12915517389774323,0.28999608755111694,0.25832071900367737,0.2937510013580322,0.22933359444141388,0.08683447539806366
in,0.2792111933231354,0.5394441485404968,0.6662389636039734,0.18811661005020142,0.5696388483047485,0.21889975666999817,0.20430970191955566
tacit,0.26384100317955017,0.1835637390613556,0.19547878205776215,0.24421784281730652,0.20202378928661346,0.2005564570426941,0.2941465675830841
exchange,0.16176824271678925,0.19539384543895721,0.2543705105781555,0.1120522990822792,0.23548997938632965,0.1615494340658188,0.048212938010692596
for,0.37110671401023865,0.43268078565597534,0.4739971458911896,0.17469504475593567,0.4185989499092102,0.17121455073356628,0.264628142118454
political,0.24357503652572632,0.15203817188739777,0.20477235317230225,0.30758240818977356,0.27319738268852234,0.23593634366989136,0.17130474746227264
support,0.21206305921077728,0.17214131355285645,0.22984638810157776,0.15145669877529144,0.2307697981595993,0.14975734055042267,0.22626608610153198
in,0.2792111933231354,0.5394441485404968,0.6662389636039734,0.18811661005020142,0.5696388483047485,0.21889975666999817,0.20430970191955566
his,0.44966956973075867,0.24372583627700806,0.4394008219242096,0.25683027505874634,0.38364991545677185,0.17757120728492737,0.18075084686279297
struggle,0.2996172606945038,0.09003983438014984,0.22927843034267426,0.19481219351291656,0.25674882531166077,0.20070962607860565,0.1330908089876175
against,0.2942115366458893,0.1754940152168274,0.3090755045413971,0.21157698333263397,0.2669808566570282,0.15708710253238678,0.18095137178897858
leftists,0.34688234329223633,0.12024834752082825,0.3022560179233551,0.2638368010520935,0.2531715929508209,0.3156560957431793,0.1720363050699234
.,0.3541337847709656,0.4569662809371948,0.5934505462646484,0.26255303621292114,0.5352458953857422,0.2821582555770874,0.4130953550338745
