,what,does,the,el,centro,metropolitan,area,and,san,diego-carslbad-san,marcos,metropolitan,area,form,?
oxnard-thousand,0.18360444903373718,0.11540056765079498,0.3346502482891083,0.24894344806671143,0.28008532524108887,0.24787062406539917,0.3384632468223572,0.3244510889053345,0.34206563234329224,0.3871927857398987,0.33557456731796265,0.24787062406539917,0.3384632468223572,0.16868487000465393,0.14062020182609558
oaks-ventura,0.12535162270069122,0.1220821812748909,0.260786235332489,0.3881903290748596,0.44788816571235657,0.3183284103870392,0.31601420044898987,0.27143988013267517,0.4404839873313904,0.5254397392272949,0.35855093598365784,0.3183284103870392,0.31601420044898987,0.14094719290733337,0.13581037521362305
metropolitan,0.15624397993087769,0.20880821347236633,0.24378018081188202,0.15874069929122925,0.3557537794113159,1.0,0.4260755181312561,0.19939453899860382,0.22343556582927704,0.3140160143375397,0.2040410190820694,1.0,0.4260755181312561,0.13583055138587952,0.1861504763364792
area,0.21965408325195312,0.13779224455356598,0.37834644317626953,0.14241178333759308,0.25186121463775635,0.4260755181312561,1.0,0.3044000566005707,0.22260162234306335,0.22477824985980988,0.14200684428215027,0.4260755181312561,1.0,0.1687784045934677,0.12640461325645447
form,0.15868011116981506,0.26710256934165955,0.29286009073257446,0.08261142671108246,0.1469501554965973,0.13583055138587952,0.1687784045934677,0.30469027161598206,0.12423230707645416,0.13314756751060486,0.11585453152656555,0.13583055138587952,0.1687784045934677,0.9999999403953552,0.1463010311126709
greater,0.1946859508752823,0.20582076907157898,0.2814446687698364,0.11574680358171463,0.17424672842025757,0.31987830996513367,0.3258145749568939,0.26711440086364746,0.09710997343063354,0.19505706429481506,0.10438250005245209,0.31987830996513367,0.3258145749568939,0.18365363776683807,0.09723397344350815
los,0.12322991341352463,0.10503679513931274,0.2502395510673523,0.3185877799987793,0.3344656229019165,0.19461993873119354,0.18259401619434357,0.22504177689552307,0.45418909192085266,0.46446940302848816,0.3624703884124756,0.19461993873119354,0.18259401619434357,0.12837034463882446,0.15495611727237701
angeles,0.10702074319124222,0.10788265615701675,0.24588194489479065,0.2225981056690216,0.2703666090965271,0.2023913562297821,0.18634328246116638,0.2403915673494339,0.4276162087917328,0.4396076500415802,0.3093569278717041,0.2023913562297821,0.18634328246116638,0.15293098986148834,0.16139166057109833
;,0.10986888408660889,0.0650511160492897,0.09152708947658539,0.020970741286873817,0.06580483168363571,0.11748526990413666,0.019157549366354942,0.08403264731168747,0.04621438309550285,0.055501483380794525,0.03867367282509804,0.11748526990413666,0.019157549366354942,-0.034128013998270035,0.10349778085947037
while,0.35511791706085205,0.3243313729763031,0.39804592728614807,0.08387486636638641,0.16866590082645416,0.1423792541027069,0.22051702439785004,0.45699796080589294,0.2556290626525879,0.2904920279979706,0.2412763088941574,0.1423792541027069,0.22051702439785004,0.19829416275024414,0.21076419949531555
the,0.42745697498321533,0.35928019881248474,1.0,0.22364778816699982,0.20410041511058807,0.24378018081188202,0.37834644317626953,0.5171257257461548,0.2858080565929413,0.3447002172470093,0.19877344369888306,0.24378018081188202,0.37834644317626953,0.29286009073257446,0.22068053483963013
el,0.1611325442790985,0.1908474564552307,0.22364778816699982,0.9999998807907104,0.36810874938964844,0.15874069929122925,0.14241178333759308,0.1209416538476944,0.3249133229255676,0.3348248600959778,0.3480076193809509,0.15874069929122925,0.14241178333759308,0.08261142671108246,0.16662782430648804
centro,0.1285245418548584,0.13665024936199188,0.20410041511058807,0.36810874938964844,1.0,0.3557537794113159,0.25186121463775635,0.17805057764053345,0.36128929257392883,0.4201454520225525,0.4313419461250305,0.3557537794113159,0.25186121463775635,0.1469501554965973,0.15606620907783508
metropolitan,0.15624397993087769,0.20880821347236633,0.24378018081188202,0.15874069929122925,0.3557537794113159,1.0,0.4260755181312561,0.19939453899860382,0.22343556582927704,0.3140160143375397,0.2040410190820694,1.0,0.4260755181312561,0.13583055138587952,0.1861504763364792
area,0.21965408325195312,0.13779224455356598,0.37834644317626953,0.14241178333759308,0.25186121463775635,0.4260755181312561,1.0,0.3044000566005707,0.22260162234306335,0.22477824985980988,0.14200684428215027,0.4260755181312561,1.0,0.1687784045934677,0.12640461325645447
and,0.31309178471565247,0.3461615741252899,0.5171257257461548,0.1209416538476944,0.17805057764053345,0.19939453899860382,0.3044000566005707,1.0,0.23541347682476044,0.35880589485168457,0.25429409742355347,0.19939453899860382,0.3044000566005707,0.30469027161598206,0.20544172823429108
san,0.19375550746917725,0.11352116614580154,0.2858080565929413,0.3249133229255676,0.36128929257392883,0.22343556582927704,0.22260162234306335,0.23541347682476044,0.9999999403953552,0.6372237205505371,0.49813759326934814,0.22343556582927704,0.22260162234306335,0.12423230707645416,0.10952327400445938
diego-carlsbad-san,0.19619517028331757,0.14334022998809814,0.31859254837036133,0.32126420736312866,0.41697514057159424,0.2883775532245636,0.25444474816322327,0.3289686441421509,0.6438649892807007,0.8418667316436768,0.4496210217475891,0.2883775532245636,0.25444474816322327,0.128204807639122,0.1970309466123581
marcos,0.15479934215545654,0.09970477223396301,0.19877344369888306,0.3480076193809509,0.4313419461250305,0.2040410190820694,0.14200684428215027,0.25429409742355347,0.49813759326934814,0.47218915820121765,0.9999999403953552,0.2040410190820694,0.14200684428215027,0.11585453152656555,0.11728163808584213
metropolitan,0.15624397993087769,0.20880821347236633,0.24378018081188202,0.15874069929122925,0.3557537794113159,1.0,0.4260755181312561,0.19939453899860382,0.22343556582927704,0.3140160143375397,0.2040410190820694,1.0,0.4260755181312561,0.13583055138587952,0.1861504763364792
area,0.21965408325195312,0.13779224455356598,0.37834644317626953,0.14241178333759308,0.25186121463775635,0.4260755181312561,1.0,0.3044000566005707,0.22260162234306335,0.22477824985980988,0.14200684428215027,0.4260755181312561,1.0,0.1687784045934677,0.12640461325645447
form,0.15868011116981506,0.26710256934165955,0.29286009073257446,0.08261142671108246,0.1469501554965973,0.13583055138587952,0.1687784045934677,0.30469027161598206,0.12423230707645416,0.13314756751060486,0.11585453152656555,0.13583055138587952,0.1687784045934677,0.9999999403953552,0.1463010311126709
the,0.42745697498321533,0.35928019881248474,1.0,0.22364778816699982,0.20410041511058807,0.24378018081188202,0.37834644317626953,0.5171257257461548,0.2858080565929413,0.3447002172470093,0.19877344369888306,0.24378018081188202,0.37834644317626953,0.29286009073257446,0.22068053483963013
southern,0.18679563701152802,0.0482201874256134,0.3282862603664398,0.13388364017009735,0.279581755399704,0.280838280916214,0.3466261029243469,0.24232792854309082,0.2520903944969177,0.2580046057701111,0.22445732355117798,0.280838280916214,0.3466261029243469,0.14772409200668335,0.11225555837154388
border,0.26696228981018066,0.17243514955043793,0.2856229841709137,0.1531309336423874,0.21851970255374908,0.21044297516345978,0.32979926466941833,0.29048892855644226,0.20200574398040771,0.2729068398475647,0.16085749864578247,0.21044297516345978,0.32979926466941833,0.15790486335754395,0.1706928312778473
region,0.2298986315727234,0.10874218493700027,0.35020557045936584,0.1835748851299286,0.3149707019329071,0.326643168926239,0.4801144301891327,0.2372262328863144,0.13148866593837738,0.23058964312076569,0.14776110649108887,0.326643168926239,0.4801144301891327,0.1709326207637787,0.13441751897335052
.,0.3567904531955719,0.3022993505001068,0.5934505462646484,0.1746882051229477,0.2435356229543686,0.21727578341960907,0.2760866582393646,0.588965117931366,0.24563752114772797,0.3771404027938843,0.24358448386192322,0.21727578341960907,0.2760866582393646,0.28317511081695557,0.4130953550338745
