,who,originally,hosted,the,syndicated,version,of,who,wants,to,be,a,millionaire,?
after,0.32549580931663513,0.28176453709602356,0.18270370364189148,0.4565047025680542,0.19057562947273254,0.13929525017738342,0.3867455720901489,0.32549580931663513,0.1954072266817093,0.37890323996543884,0.32360681891441345,0.3831600844860077,0.2145845890045166,0.16608688235282898
three,0.2491552233695984,0.21844996511936188,0.16255749762058258,0.43452659249305725,0.2520512640476227,0.18076041340827942,0.3844621181488037,0.2491552233695984,0.10496260970830917,0.3043823838233948,0.25663426518440247,0.3025658130645752,0.1249033510684967,0.20928427577018738
years,0.29867154359817505,0.18060921132564545,0.148066908121109,0.2912273406982422,0.1794765144586563,0.13264881074428558,0.2904134690761566,0.29867154359817505,0.1289646178483963,0.23891852796077728,0.2547864317893982,0.23773819208145142,0.19487211108207703,0.1914375126361847
in,0.2792111933231354,0.3191297650337219,0.2707974314689636,0.6662389636039734,0.26383182406425476,0.19599339365959167,0.5696388483047485,0.2792111933231354,0.18214331567287445,0.45010748505592346,0.3481820821762085,0.539380669593811,0.18415948748588562,0.20430970191955566
2002,-0.011096460744738579,-0.01768200658261776,-0.09574994444847107,-0.07970229536294937,-0.09369836747646332,0.04474278539419174,-0.05071645230054855,-0.011096460744738579,0.08767969161272049,-0.043290942907333374,0.04069354757666588,-0.04267120361328125,0.02058502845466137,0.045828185975551605
",",0.3365725874900818,0.2660219669342041,0.27969205379486084,0.4933079481124878,0.2306492030620575,0.2078275829553604,0.4946078956127167,0.3365725874900818,0.2471858412027359,0.44245919585227966,0.39254459738731384,0.427140474319458,0.26780733466148376,0.31091248989105225
with,0.3282766342163086,0.2333029955625534,0.1889495551586151,0.4223487675189972,0.22429423034191132,0.2542000412940979,0.41827285289764404,0.3282766342163086,0.19236530363559723,0.4239959120750427,0.36101722717285156,0.3783375024795532,0.076467365026474,0.2433311939239502
buena,0.11423622816801071,0.31870242953300476,0.18198825418949127,0.19298338890075684,0.3252098262310028,0.2214803397655487,0.15628622472286224,0.11423622816801071,0.10003592818975449,0.22345489263534546,0.17503196001052856,0.21070881187915802,0.23656439781188965,0.11174851655960083
vista,0.11072398722171783,0.2298707813024521,0.20922601222991943,0.19021748006343842,0.23064199090003967,0.26286303997039795,0.13944073021411896,0.11072398722171783,0.11579477787017822,0.18633200228214264,0.12345636636018753,0.18345870077610016,0.12356069684028625,0.15661835670471191
television,0.2515988349914551,0.2242339849472046,0.39145439863204956,0.24569597840309143,0.522597074508667,0.24715717136859894,0.21995750069618225,0.2515988349914551,0.21101169288158417,0.1933557242155075,0.21234801411628723,0.22552843391895294,0.372915655374527,0.16825827956199646
relaunching,0.1990995705127716,0.22356043756008148,0.27860671281814575,0.30520007014274597,0.3312344551086426,0.2528190314769745,0.27270859479904175,0.1990995705127716,0.252501517534256,0.3399069309234619,0.28955942392349243,0.25961536169052124,0.21868795156478882,0.2631674110889435
the,0.3733934462070465,0.36820849776268005,0.2576315402984619,1.0,0.26253175735473633,0.27268242835998535,0.733189046382904,0.3733934462070465,0.2615984082221985,0.535392165184021,0.4248143136501312,0.5829201340675354,0.21001788973808289,0.22068053483963013
show,0.2095358669757843,0.24341461062431335,0.46283531188964844,0.319829523563385,0.493861585855484,0.2658119201660156,0.21383242309093475,0.2095358669757843,0.1719803661108017,0.29833272099494934,0.29246196150779724,0.24886544048786163,0.284403532743454,0.2520138621330261
as,0.3923053741455078,0.31636640429496765,0.17284739017486572,0.48381632566452026,0.22880499064922333,0.26424798369407654,0.3886612355709076,0.3923053741455078,0.27243533730506897,0.42092081904411316,0.5230465531349182,0.39550232887268066,0.18257346749305725,0.27043893933296204
a,0.36608949303627014,0.3363247811794281,0.14970986545085907,0.5829201340675354,0.2257440835237503,0.27132871747016907,0.5052502155303955,0.36608949303627014,0.30014514923095703,0.45503583550453186,0.39883795380592346,1.0,0.287532240152359,0.23916715383529663
syndicated,0.24810843169689178,0.3279951810836792,0.5018477439880371,0.26253175735473633,1.0,0.3154863715171814,0.17896628379821777,0.24810843169689178,0.21666690707206726,0.16911084949970245,0.15491986274719238,0.2257440835237503,0.3206220269203186,0.1389981359243393
program,0.2097788155078888,0.244328573346138,0.36609646677970886,0.22986935079097748,0.4187949597835541,0.2622659206390381,0.17376001179218292,0.2097788155078888,0.25453025102615356,0.23681028187274933,0.23601801693439484,0.2779408395290375,0.23355138301849365,0.1440187245607376
(,0.2443375140428543,0.1811249703168869,0.20727264881134033,0.33289089798927307,0.22914515435695648,0.2838994860649109,0.35032153129577637,0.2443375140428543,0.24681386351585388,0.30882009863853455,0.2349044382572174,0.3206180930137634,0.21614758670330048,0.40561532974243164
under,0.2962189018726349,0.23075012862682343,0.12685851752758026,0.3348022699356079,0.15421824157238007,0.23295675218105316,0.32766106724739075,0.2962189018726349,0.17402096092700958,0.27177539467811584,0.23514987528324127,0.18317826092243195,0.10417959839105606,0.18233340978622437
that,0.45444270968437195,0.367581307888031,0.19067645072937012,0.5473989248275757,0.22524148225784302,0.26565122604370117,0.41498205065727234,0.45444270968437195,0.3267863094806671,0.5436353087425232,0.6036020517349243,0.47537946701049805,0.17453795671463013,0.32716336846351624
incarnation,0.27463722229003906,0.3029773235321045,0.20368868112564087,0.3089248239994049,0.2134065330028534,0.3206323981285095,0.28596875071525574,0.27463722229003906,0.21524721384048462,0.20287059247493744,0.24981971085071564,0.25333544611930847,0.128887340426445,0.20495687425136566
's,0.05599616840481758,0.06449723243713379,-0.006038293242454529,-0.01540423184633255,-0.002750858897343278,-0.009124638512730598,-0.03817026689648628,0.05599616840481758,0.034207552671432495,0.03782717138528824,0.025217169895768166,0.04866964742541313,0.05900312587618828,-0.023395681753754616
original,0.1785319596529007,0.5966677069664001,0.12568065524101257,0.4037000238895416,0.28400135040283203,0.3942320942878723,0.30228546261787415,0.1785319596529007,0.17501650750637054,0.30182456970214844,0.2519233524799347,0.25438275933265686,0.19442696869373322,0.17256900668144226
host,0.1455991417169571,0.18420743942260742,0.6586005687713623,0.26909032464027405,0.3607870638370514,0.16992402076721191,0.1709926575422287,0.1455991417169571,0.2144581377506256,0.18300798535346985,0.15821070969104767,0.1733594834804535,0.27719977498054504,0.1021634042263031
meredith,0.29571253061294556,0.25065362453460693,0.27988201379776,0.2297440767288208,0.252130389213562,0.14033596217632294,0.19718630611896515,0.29571253061294556,0.20896905660629272,0.18856842815876007,0.16357827186584473,0.21628470718860626,0.20042428374290466,0.14512039721012115
vieira,0.24725127220153809,0.09887344390153885,0.25130602717399597,0.20311906933784485,0.2534452974796295,0.08721756190061569,0.15557260811328888,0.24725127220153809,0.1433151513338089,0.13007237017154694,0.08977867662906647,0.20106056332588196,0.27194705605506897,0.18688440322875977
),0.2457384318113327,0.18464873731136322,0.18757721781730652,0.3456730246543884,0.23006638884544373,0.27895456552505493,0.3680361211299896,0.2457384318113327,0.2295454740524292,0.31236231327056885,0.24578070640563965,0.3640355169773102,0.2250996083021164,0.42300865054130554
in,0.2792111933231354,0.3191297650337219,0.2707974314689636,0.6662389636039734,0.26383182406425476,0.19599339365959167,0.5696388483047485,0.2792111933231354,0.18214331567287445,0.45010748505592346,0.3481820821762085,0.539380669593811,0.18415948748588562,0.20430970191955566
september,0.21365830302238464,0.1690576672554016,0.2525020241737366,0.2516939043998718,0.2486572116613388,0.18183834850788116,0.16787530481815338,0.21365830302238464,0.17286738753318787,0.22485187649726868,0.16678357124328613,0.21795299649238586,0.23403382301330566,0.2665146589279175
of,0.2827862501144409,0.21349623799324036,0.18176968395709991,0.733189046382904,0.17896628379821777,0.14166875183582306,1.0,0.2827862501144409,0.22823545336723328,0.41548454761505127,0.33904364705085754,0.5052502155303955,0.13616830110549927,0.1826142966747284
that,0.45444270968437195,0.367581307888031,0.19067645072937012,0.5473989248275757,0.22524148225784302,0.26565122604370117,0.41498205065727234,0.45444270968437195,0.3267863094806671,0.5436353087425232,0.6036020517349243,0.47537946701049805,0.17453795671463013,0.32716336846351624
year,0.2851492762565613,0.17404645681381226,0.1695714294910431,0.3609684407711029,0.21713480353355408,0.19092321395874023,0.2578314542770386,0.2851492762565613,0.15589238703250885,0.23523004353046417,0.2296248972415924,0.29350247979164124,0.19962263107299805,0.18315006792545319
.,0.3541337847709656,0.2504246234893799,0.22959090769290924,0.5934505462646484,0.2150494009256363,0.2754054665565491,0.5352458953857422,0.3541337847709656,0.24278217554092407,0.4645031690597534,0.4383580684661865,0.50484299659729,0.2274860441684723,0.4130953550338745
