,when,was,the,first,measurement,of,the,value,of,the,newton,universal,gravitation,constant,?
since,0.42774689197540283,0.4384658932685852,0.4054957628250122,0.42581459879875183,0.17782814800739288,0.35513219237327576,0.4054957628250122,0.21831922233104706,0.35513219237327576,0.4054957628250122,0.14970391988754272,0.19702470302581787,0.17476896941661835,0.24975700676441193,0.2876587212085724
knowing,0.42103248834609985,0.22063079476356506,0.30492687225341797,0.21467840671539307,0.3297763466835022,0.2829365134239197,0.30492687225341797,0.2858956456184387,0.2829365134239197,0.30492687225341797,0.19865471124649048,0.15820984542369843,0.2837715446949005,0.3539511263370514,0.3560667932033539
could,0.42036551237106323,0.39896807074546814,0.35393214225769043,0.3076034188270569,0.2789144515991211,0.29043012857437134,0.35393214225769043,0.19949370622634888,0.29043012857437134,0.35393214225769043,0.17629225552082062,0.1339726597070694,0.22536511719226837,0.2114795595407486,0.3411986827850342
allow,0.3273077607154846,0.17550189793109894,0.27822166681289673,0.2584104835987091,0.2725732624530792,0.28057926893234253,0.27822166681289673,0.16824458539485931,0.28057926893234253,0.27822166681289673,0.15281638503074646,0.16919741034507751,0.2892068326473236,0.23329295217990875,0.2042745053768158
one,0.38307374715805054,0.3752199709415436,0.5514441132545471,0.4552372097969055,0.2875622510910034,0.4999135136604309,0.5514441132545471,0.22146250307559967,0.4999135136604309,0.5514441132545471,0.20534484088420868,0.23207952082157135,0.2382270246744156,0.2378624975681305,0.2673267424106598
to,0.5423505902290344,0.3636345863342285,0.535392165184021,0.3792489171028137,0.2653844356536865,0.41548454761505127,0.535392165184021,0.23921877145767212,0.41548454761505127,0.535392165184021,0.2176830768585205,0.19006553292274475,0.24520020186901093,0.26379308104515076,0.29463258385658264
solve,0.23290513455867767,0.109293133020401,0.16557666659355164,0.16226428747177124,0.2427598237991333,0.15426263213157654,0.16557666659355164,0.21816794574260712,0.15426263213157654,0.16557666659355164,0.2394847869873047,0.14259877800941467,0.26511287689208984,0.22451622784137726,0.27457404136657715
for,0.43402108550071716,0.3863949179649353,0.4739971458911896,0.3800288736820221,0.26795950531959534,0.4185989499092102,0.4739971458911896,0.271339476108551,0.4185989499092102,0.4739971458911896,0.18168501555919647,0.19553370773792267,0.16623058915138245,0.18285220861434937,0.264628142118454
the,0.5091903209686279,0.48711544275283813,1.0,0.49448907375335693,0.2747146487236023,0.733189046382904,1.0,0.16908381879329681,0.733189046382904,1.0,0.1876603662967682,0.2359178364276886,0.2239520251750946,0.2037150114774704,0.22068053483963013
earth,0.23456822335720062,0.18661361932754517,0.2801888585090637,0.23709720373153687,0.3089277148246765,0.2329314798116684,0.2801888585090637,0.2181830257177353,0.2329314798116684,0.2801888585090637,0.1983465850353241,0.2511849105358124,0.47331613302230835,0.23102408647537231,0.17717236280441284
's,-0.03368149697780609,0.008974763564765453,-0.01540423184633255,-0.014458609744906425,0.03460044041275978,-0.03817026689648628,-0.01540423184633255,0.06666918843984604,-0.03817026689648628,-0.01540423184633255,0.027833467349410057,0.017928028479218483,-0.03861762583255768,-0.015898186713457108,-0.023395681753754616
mass,0.1852782517671585,0.16957920789718628,0.2284930944442749,0.13717874884605408,0.35813966393470764,0.26915112137794495,0.2284930944442749,0.2188863605260849,0.26915112137794495,0.2284930944442749,0.3224262297153473,0.24304069578647614,0.5111193656921387,0.3339194357395172,0.2076406031847
given,0.3406018912792206,0.26878538727760315,0.37508252263069153,0.29456719756126404,0.30808672308921814,0.39388060569763184,0.37508252263069153,0.24963924288749695,0.39388060569763184,0.37508252263069153,0.15205055475234985,0.12107250839471817,0.19365349411964417,0.24539466202259064,0.2570464313030243
the,0.5091903209686279,0.48711544275283813,1.0,0.49448907375335693,0.2747146487236023,0.733189046382904,1.0,0.16908381879329681,0.733189046382904,1.0,0.1876603662967682,0.2359178364276886,0.2239520251750946,0.2037150114774704,0.22068053483963013
above,0.22809481620788574,0.11464940011501312,0.33988961577415466,0.21701446175575256,0.25625884532928467,0.24890293180942535,0.33988961577415466,0.16265824437141418,0.24890293180942535,0.33988961577415466,0.09782194346189499,0.10126642882823944,0.20505449175834656,0.2594972848892212,0.2521739900112152
equation,0.2790486216545105,0.1576119214296341,0.2096533477306366,0.23429980874061584,0.46150022745132446,0.18257875740528107,0.2096533477306366,0.3447961211204529,0.18257875740528107,0.2096533477306366,0.3721396327018738,0.23050646483898163,0.5540788173675537,0.4658375680446625,0.22958515584468842
.,0.475719153881073,0.40146201848983765,0.5934505462646484,0.4345304071903229,0.2378474473953247,0.5352458953857422,0.5934505462646484,0.21357886493206024,0.5352458953857422,0.5934505462646484,0.20699870586395264,0.17210373282432556,0.2011251598596573,0.24043156206607819,0.4130953550338745
