,the,1970s,allowed,which,network,to,move,in,to,first,place,in,the,ratings,?
color,0.21895472705364227,0.06350181251764297,0.12324575334787369,0.26011791825294495,0.167613685131073,0.2497486025094986,0.1346796602010727,0.10136925429105759,0.2497486025094986,0.2140340805053711,0.12417040765285492,0.10136925429105759,0.21895472705364227,0.21755807101726532,0.21299609541893005
;,0.09152708947658539,0.029774069786071777,0.07301219552755356,-0.01244901679456234,0.0031561139039695263,0.0979827418923378,-0.0023434634786099195,0.092739537358284,0.0979827418923378,0.07760433852672577,0.005942413583397865,0.092739537358284,0.09152708947658539,0.015163627453148365,0.10349778085947037
the,1.0,0.004102230537682772,0.2985120713710785,0.6521818041801453,0.27187061309814453,0.535392165184021,0.29817628860473633,0.6662389636039734,0.535392165184021,0.49448907375335693,0.4179787337779999,0.6662389636039734,1.0,0.23356813192367554,0.22068053483963013
decade,0.2552448511123657,-0.022817516699433327,0.10811611264944077,0.2553011476993561,0.13588622212409973,0.16759321093559265,0.08984524011611938,0.2119923084974289,0.16759321093559265,0.1875278800725937,0.14644356071949005,0.2119923084974289,0.2552448511123657,0.20009854435920715,0.11237446963787079
as,0.48381632566452026,0.05110866576433182,0.23990891873836517,0.41006597876548767,0.2054080367088318,0.42092081904411316,0.2628210484981537,0.3887844979763031,0.42092081904411316,0.33842000365257263,0.24125029146671295,0.3887844979763031,0.48381632566452026,0.17184753715991974,0.27043893933296204
a,0.5829201340675354,-0.008740115910768509,0.275193989276886,0.56894451379776,0.17299489676952362,0.45503583550453186,0.2925316393375397,0.539380669593811,0.45503583550453186,0.4287874400615692,0.3079278767108917,0.539380669593811,0.5829201340675354,0.1921599805355072,0.23916715383529663
whole,0.4517841339111328,-0.05634426698088646,0.20510751008987427,0.49288448691368103,0.17228254675865173,0.3655387759208679,0.1826818734407425,0.30267009139060974,0.3655387759208679,0.242155060172081,0.2675061523914337,0.30267009139060974,0.4517841339111328,0.1678505837917328,0.21052291989326477
would,0.4133751392364502,0.036981213837862015,0.5465223789215088,0.3854503035545349,0.15532255172729492,0.5965728163719177,0.3527895212173462,0.30461156368255615,0.5965728163719177,0.2882738411426544,0.2701779305934906,0.30461156368255615,0.4133751392364502,0.2627636790275574,0.37178951501846313
mark,0.2235521525144577,-0.09631180018186569,0.07847203314304352,0.1689654439687729,0.0779964029788971,0.2008102536201477,0.09658000618219376,0.2269105464220047,0.2008102536201477,0.1488695591688156,0.15847574174404144,0.2269105464220047,0.2235521525144577,0.1318998634815216,0.11634156107902527
a,0.5829201340675354,-0.008740115910768509,0.275193989276886,0.56894451379776,0.17299489676952362,0.45503583550453186,0.2925316393375397,0.539380669593811,0.45503583550453186,0.4287874400615692,0.3079278767108917,0.539380669593811,0.5829201340675354,0.1921599805355072,0.23916715383529663
turning,0.3650859296321869,0.049875203520059586,0.2260165512561798,0.34393560886383057,0.11859626322984695,0.35924333333969116,0.37051281332969666,0.22761377692222595,0.35924333333969116,0.20626191794872284,0.18839627504348755,0.22761377692222595,0.3650859296321869,0.1668025553226471,0.1670563519001007
point,0.3084787130355835,0.03707132488489151,0.19923685491085052,0.28051429986953735,0.09409748017787933,0.3403111398220062,0.21265947818756104,0.24451331794261932,0.3403111398220062,0.188435897231102,0.2771482467651367,0.24451331794261932,0.3084787130355835,0.2231891006231308,0.19189560413360596
for,0.4739971458911896,0.04791708290576935,0.3152953088283539,0.44095608592033386,0.253274142742157,0.4451248347759247,0.21230614185333252,0.4322226941585541,0.4451248347759247,0.3800288736820221,0.3033463954925537,0.4322226941585541,0.4739971458911896,0.2655225098133087,0.264628142118454
abc,0.2068762183189392,-0.11265640705823898,0.11095034331083298,0.1991286277770996,0.4295894205570221,0.1762417107820511,0.10701066255569458,0.1697147786617279,0.1762417107820511,0.2403600513935089,0.13112665712833405,0.1697147786617279,0.2068762183189392,0.2876999080181122,0.19065172970294952
",",0.4933079481124878,0.06473266333341599,0.2785535454750061,0.3658004403114319,0.1932937651872635,0.44245919585227966,0.25767531991004944,0.5201468467712402,0.44245919585227966,0.34503069519996643,0.34068408608436584,0.5201468467712402,0.4933079481124878,0.21650241315364838,0.31091248989105225
as,0.48381632566452026,0.05110866576433182,0.23990891873836517,0.41006597876548767,0.2054080367088318,0.42092081904411316,0.2628210484981537,0.3887844979763031,0.42092081904411316,0.33842000365257263,0.24125029146671295,0.3887844979763031,0.48381632566452026,0.17184753715991974,0.27043893933296204
it,0.6251175999641418,-0.011373424902558327,0.1977851241827011,0.616637647151947,0.27817267179489136,0.513711154460907,0.26024189591407776,0.5130809545516968,0.513711154460907,0.3491429388523102,0.3763352930545807,0.5130809545516968,0.6251175999641418,0.2638091742992401,0.25732165575027466
began,0.3059147596359253,0.028958234935998917,0.3202877640724182,0.15610557794570923,0.17912836372852325,0.2731419503688812,0.17600803077220917,0.34154343605041504,0.2731419503688812,0.3549816310405731,0.1736765205860138,0.34154343605041504,0.3059147596359253,0.19310632348060608,0.1370266228914261
to,0.535392165184021,0.06756533682346344,0.42967355251312256,0.5345056653022766,0.25940340757369995,1.0,0.37858664989471436,0.45010748505592346,1.0,0.3792489171028137,0.3346366882324219,0.45010748505592346,0.535392165184021,0.23899689316749573,0.29463258385658264
pass,0.25961899757385254,0.054351210594177246,0.1451617181301117,0.25938987731933594,0.15086427330970764,0.28446894884109497,0.28493043780326843,0.18748411536216736,0.28446894884109497,0.15373601019382477,0.15187577903270721,0.18748411536216736,0.25961899757385254,0.1485646367073059,0.09478675574064255
cbs,0.2283918708562851,0.016783539205789566,0.12125047296285629,0.18413257598876953,0.4702880382537842,0.16981691122055054,0.1120162308216095,0.17584392428398132,0.16981691122055054,0.23310497403144836,0.08337215334177017,0.17584392428398132,0.2283918708562851,0.3393882215023041,0.14594407379627228
and,0.5171257257461548,0.10044565051794052,0.30774351954460144,0.506277859210968,0.27591994404792786,0.48971283435821533,0.2671177089214325,0.4954058527946472,0.48971283435821533,0.3167642652988434,0.2813849449157715,0.4954058527946472,0.5171257257461548,0.24109064042568207,0.20544172823429108
nbc,0.20618264377117157,-0.013442493975162506,0.11386847496032715,0.17917364835739136,0.4656192362308502,0.14568616449832916,0.14367526769638062,0.19303210079669952,0.14568616449832916,0.2653513252735138,0.10189764946699142,0.19303210079669952,0.20618264377117157,0.30408090353012085,0.1680917739868164
in,0.6662389636039734,0.057396724820137024,0.23683252930641174,0.4840516746044159,0.19496823847293854,0.45010748505592346,0.23030683398246765,1.0,0.45010748505592346,0.4127444326877594,0.38128477334976196,1.0,0.6662389636039734,0.17289267480373383,0.20430970191955566
the,1.0,0.004102230537682772,0.2985120713710785,0.6521818041801453,0.27187061309814453,0.535392165184021,0.29817628860473633,0.6662389636039734,0.535392165184021,0.49448907375335693,0.4179787337779999,0.6662389636039734,1.0,0.23356813192367554,0.22068053483963013
ratings,0.23356813192367554,0.07169631868600845,0.20943839848041534,0.2222868949174881,0.3223499059677124,0.23899689316749573,0.18047307431697845,0.17289267480373383,0.23899689316749573,0.1831122785806656,0.18893598020076752,0.17289267480373383,0.23356813192367554,0.9999999403953552,0.19248855113983154
to,0.535392165184021,0.06756533682346344,0.42967355251312256,0.5345056653022766,0.25940340757369995,1.0,0.37858664989471436,0.45010748505592346,1.0,0.3792489171028137,0.3346366882324219,0.45010748505592346,0.535392165184021,0.23899689316749573,0.29463258385658264
become,0.31731709837913513,0.08382399380207062,0.2533580958843231,0.31449273228645325,0.13550202548503876,0.36996012926101685,0.303160697221756,0.23238378763198853,0.36996012926101685,0.2765450179576874,0.14473015069961548,0.23238378763198853,0.31731709837913513,0.1629018485546112,0.19511328637599945
the,1.0,0.004102230537682772,0.2985120713710785,0.6521818041801453,0.27187061309814453,0.535392165184021,0.29817628860473633,0.6662389636039734,0.535392165184021,0.49448907375335693,0.4179787337779999,0.6662389636039734,1.0,0.23356813192367554,0.22068053483963013
first,0.49448907375335693,0.016542699187994003,0.29975414276123047,0.3828166127204895,0.2069581300020218,0.3792489171028137,0.20505985617637634,0.4127444326877594,0.3792489171028137,1.0,0.283309668302536,0.4127444326877594,0.49448907375335693,0.1831122785806656,0.18701928853988647
place,0.4179787337779999,0.03506673127412796,0.25141096115112305,0.31738516688346863,0.15428373217582703,0.3346366882324219,0.27579787373542786,0.38128477334976196,0.3346366882324219,0.283309668302536,1.0,0.38128477334976196,0.4179787337779999,0.18893598020076752,0.2455766350030899
network,0.27187061309814453,0.004718925803899765,0.11737009882926941,0.27261900901794434,1.0000001192092896,0.25940340757369995,0.15024018287658691,0.19496823847293854,0.25940340757369995,0.2069581300020218,0.15428373217582703,0.19496823847293854,0.27187061309814453,0.3223499059677124,0.17853789031505585
.,0.5934505462646484,0.06712812185287476,0.3197084665298462,0.45942068099975586,0.23909442126750946,0.4645031690597534,0.31650546193122864,0.5591574311256409,0.4645031690597534,0.4345304071903229,0.2844318151473999,0.5591574311256409,0.5934505462646484,0.2822798490524292,0.4130953550338745
