,how,long,did,it,take,for,thoreau,'s,disobedience,to,be,known,?
office,0.09114141762256622,0.11343929171562195,0.1974928379058838,0.19947345554828644,0.1660003513097763,0.25028741359710693,0.11227592080831528,-0.06233545020222664,0.16318711638450623,0.20860034227371216,0.15714344382286072,0.10439988225698471,0.16497313976287842
",",0.22659391164779663,0.3431144952774048,0.3015086054801941,0.48329564929008484,0.2881867289543152,0.4464869201183319,0.3388298749923706,-0.0016132977325469255,0.2878543734550476,0.44245919585227966,0.39254459738731384,0.3604377806186676,0.31091248989105225
and,0.33647966384887695,0.3395216166973114,0.34479495882987976,0.40957894921302795,0.296702116727829,0.5064792633056641,0.36109691858291626,0.06895173341035843,0.3041999638080597,0.48971283435821533,0.41766801476478577,0.3468935489654541,0.20544172823429108
thoreau,0.2905823290348053,0.22420428693294525,0.3151754140853882,0.32486701011657715,0.22498592734336853,0.21023771166801453,1.0,0.09148705005645752,0.42179736495018005,0.3212342858314514,0.24511386454105377,0.2356891930103302,0.1922200322151184
's,-0.026164190843701363,-0.021484635770320892,0.05069678649306297,0.06608816236257553,0.02030942589044571,-0.07241261005401611,0.09148705005645752,0.9999999403953552,0.027719656005501747,0.03782717138528824,0.025217169895768166,0.008368984796106815,-0.023395681753754616
essay,0.22350862622261047,0.1997302919626236,0.24068593978881836,0.2346360981464386,0.18475554883480072,0.2303227335214615,0.3720651865005493,0.001611704588867724,0.36070698499679565,0.20905281603336334,0.15473704040050507,0.09490480273962021,0.28484269976615906
was,0.16678167879581451,0.1968146562576294,0.41399896144866943,0.4577186405658722,0.15919329226016998,0.3863949179649353,0.263746052980423,0.008974763564765453,0.28287848830223083,0.3636345863342285,0.42228707671165466,0.35203275084495544,0.18412111699581146
not,0.4869767427444458,0.2856379747390747,0.6481515765190125,0.4651523232460022,0.31103554368019104,0.39280617237091064,0.29043129086494446,0.002583299996331334,0.38157403469085693,0.5149973034858704,0.5788898468017578,0.22453871369361877,0.41942933201789856
published,0.17517933249473572,0.14314737915992737,0.17877818644046783,0.22625504434108734,0.138334259390831,0.21304498612880707,0.2746715545654297,0.01244857907295227,0.22576357424259186,0.12403073906898499,0.16607414186000824,0.2313290238380432,0.16280238330364227
until,0.1887991726398468,0.25296199321746826,0.33905428647994995,0.31202051043510437,0.14862164855003357,0.2802979350090027,0.07555065304040909,0.02445155940949917,0.18666291236877441,0.354556679725647,0.24359700083732605,0.2192082554101944,0.20304496586322784
after,0.23871733248233795,0.25804978609085083,0.30330467224121094,0.36872005462646484,0.32370224595069885,0.3650246858596802,0.1751653254032135,-0.055672239512205124,0.30063074827194214,0.37890323996543884,0.32360681891441345,0.19016911089420319,0.16608688235282898
the,0.33890387415885925,0.3075225353240967,0.34736719727516174,0.6251175999641418,0.31620436906814575,0.4739971458911896,0.30504027009010315,-0.01540423184633255,0.30963727831840515,0.535392165184021,0.4248143136501312,0.3624623417854309,0.22068053483963013
end,0.2481066733598709,0.3434635102748871,0.18808481097221375,0.277616024017334,0.23945344984531403,0.22042374312877655,0.14421924948692322,0.030466308817267418,0.2156098484992981,0.3229445815086365,0.26300522685050964,0.1188727468252182,0.12543344497680664
of,0.2480744868516922,0.2567519545555115,0.2513895630836487,0.38761502504348755,0.29282352328300476,0.4185989499092102,0.27008235454559326,-0.03817026689648628,0.31932318210601807,0.41548454761505127,0.33904364705085754,0.35814476013183594,0.1826142966747284
the,0.33890387415885925,0.3075225353240967,0.34736719727516174,0.6251175999641418,0.31620436906814575,0.4739971458911896,0.30504027009010315,-0.01540423184633255,0.30963727831840515,0.535392165184021,0.4248143136501312,0.3624623417854309,0.22068053483963013
mexican,0.11715886741876602,0.15887540578842163,0.17034845054149628,0.19348257780075073,0.09469659626483917,0.15928281843662262,0.19498266279697418,0.07464995235204697,0.18033182621002197,0.180240660905838,0.14071527123451233,0.22029612958431244,0.12479566037654877
war,0.22947508096694946,0.19095177948474884,0.27422013878822327,0.28139346837997437,0.1792445331811905,0.22632956504821777,0.2696859538555145,0.06856801360845566,0.41392964124679565,0.2610234022140503,0.20677201449871063,0.1372869461774826,0.15510529279708862
.,0.3287222981452942,0.3247973620891571,0.35288307070732117,0.5593622326850891,0.3045158088207245,0.4726039469242096,0.2866504490375519,-0.003708066651597619,0.2603943943977356,0.4645031690597534,0.4383580684661865,0.283290296792984,0.4130953550338745
,how,long,did,it,take,for,thoreau,'s,disobedience,to,be,known,?
thoreau,0.2905823290348053,0.22420428693294525,0.3151754140853882,0.32486701011657715,0.22498592734336853,0.21023771166801453,1.0,0.09148705005645752,0.42179736495018005,0.3212342858314514,0.24511386454105377,0.2356891930103302,0.1922200322151184
",",0.22659391164779663,0.3431144952774048,0.3015086054801941,0.48329564929008484,0.2881867289543152,0.4464869201183319,0.3388298749923706,-0.0016132977325469255,0.2878543734550476,0.44245919585227966,0.39254459738731384,0.3604377806186676,0.31091248989105225
at,0.2154216170310974,0.2525537312030792,0.28390252590179443,0.36473900079727173,0.27566230297088623,0.34237727522850037,0.15785667300224304,-0.08481216430664062,0.1749800592660904,0.36524343490600586,0.30379733443260193,0.19818158447742462,0.21978627145290375
the,0.33890387415885925,0.3075225353240967,0.34736719727516174,0.6251175999641418,0.31620436906814575,0.4739971458911896,0.30504027009010315,-0.01540423184633255,0.30963727831840515,0.535392165184021,0.4248143136501312,0.3624623417854309,0.22068053483963013
time,0.35346719622612,0.3612262010574341,0.3567926585674286,0.3375589847564697,0.30334821343421936,0.3992156386375427,0.23478876054286957,0.01301188487559557,0.21126213669776917,0.3679993152618408,0.3473503291606903,0.23656317591667175,0.27391523122787476
of,0.2480744868516922,0.2567519545555115,0.2513895630836487,0.38761502504348755,0.29282352328300476,0.4185989499092102,0.27008235454559326,-0.03817026689648628,0.31932318210601807,0.41548454761505127,0.33904364705085754,0.35814476013183594,0.1826142966747284
his,0.24614305794239044,0.18129055202007294,0.3546801507472992,0.2876833975315094,0.24483558535575867,0.39312878251075745,0.3740163743495941,0.047556519508361816,0.3585605025291443,0.3715193271636963,0.21738691627979279,0.29665085673332214,0.18075084686279297
arrest,0.09718453139066696,0.08933665603399277,0.19705908000469208,0.15005096793174744,0.19741027057170868,0.23146075010299683,0.21197007596492767,-0.04917949065566063,0.39447519183158875,0.26717907190322876,0.18147991597652435,0.16600166261196136,0.1830197125673294
",",0.22659391164779663,0.3431144952774048,0.3015086054801941,0.48329564929008484,0.2881867289543152,0.4464869201183319,0.3388298749923706,-0.0016132977325469255,0.2878543734550476,0.44245919585227966,0.39254459738731384,0.3604377806186676,0.31091248989105225
was,0.16678167879581451,0.1968146562576294,0.41399896144866943,0.4577186405658722,0.15919329226016998,0.3863949179649353,0.263746052980423,0.008974763564765453,0.28287848830223083,0.3636345863342285,0.42228707671165466,0.35203275084495544,0.18412111699581146
not,0.4869767427444458,0.2856379747390747,0.6481515765190125,0.4651523232460022,0.31103554368019104,0.39280617237091064,0.29043129086494446,0.002583299996331334,0.38157403469085693,0.5149973034858704,0.5788898468017578,0.22453871369361877,0.41942933201789856
yet,0.44243067502975464,0.3355410397052765,0.34866881370544434,0.3718531131744385,0.23109553754329681,0.3320367634296417,0.1954462081193924,-0.060681819915771484,0.20017419755458832,0.3520398437976837,0.4573507606983185,0.17496071755886078,0.4011770784854889
a,0.29312583804130554,0.3795371353626251,0.2552328109741211,0.5452592968940735,0.2789212465286255,0.44038116931915283,0.25918325781822205,0.04866964742541313,0.25352153182029724,0.45503583550453186,0.39883795380592346,0.30882248282432556,0.23916715383529663
well-known,0.1361551731824875,0.21930569410324097,0.28186118602752686,0.2784422039985657,0.13592752814292908,0.3831652104854584,0.2950744032859802,0.04194929078221321,0.25993794202804565,0.23033472895622253,0.20544922351837158,0.6967371106147766,0.2076386660337448
author,0.0859091728925705,0.17443957924842834,0.15258380770683289,0.1716775894165039,0.10858704149723053,0.24170896410942078,0.42066046595573425,0.08716395497322083,0.2827106714248657,0.17901532351970673,0.13063909113407135,0.2008216232061386,0.14162757992744446
",",0.22659391164779663,0.3431144952774048,0.3015086054801941,0.48329564929008484,0.2881867289543152,0.4464869201183319,0.3388298749923706,-0.0016132977325469255,0.2878543734550476,0.44245919585227966,0.39254459738731384,0.3604377806186676,0.31091248989105225
and,0.33647966384887695,0.3395216166973114,0.34479495882987976,0.40957894921302795,0.296702116727829,0.5064792633056641,0.36109691858291626,0.06895173341035843,0.3041999638080597,0.48971283435821533,0.41766801476478577,0.3468935489654541,0.20544172823429108
his,0.24614305794239044,0.18129055202007294,0.3546801507472992,0.2876833975315094,0.24483558535575867,0.39312878251075745,0.3740163743495941,0.047556519508361816,0.3585605025291443,0.3715193271636963,0.21738691627979279,0.29665085673332214,0.18075084686279297
arrest,0.09718453139066696,0.08933665603399277,0.19705908000469208,0.15005096793174744,0.19741027057170868,0.23146075010299683,0.21197007596492767,-0.04917949065566063,0.39447519183158875,0.26717907190322876,0.18147991597652435,0.16600166261196136,0.1830197125673294
was,0.16678167879581451,0.1968146562576294,0.41399896144866943,0.4577186405658722,0.15919329226016998,0.3863949179649353,0.263746052980423,0.008974763564765453,0.28287848830223083,0.3636345863342285,0.42228707671165466,0.35203275084495544,0.18412111699581146
not,0.4869767427444458,0.2856379747390747,0.6481515765190125,0.4651523232460022,0.31103554368019104,0.39280617237091064,0.29043129086494446,0.002583299996331334,0.38157403469085693,0.5149973034858704,0.5788898468017578,0.22453871369361877,0.41942933201789856
covered,0.15735739469528198,0.3178098201751709,0.2190013825893402,0.29805508255958557,0.16174598038196564,0.18988674879074097,0.18517108261585236,0.02427033521234989,0.11815063655376434,0.243978813290596,0.24938859045505524,0.19686713814735413,0.139833465218544
in,0.2601168751716614,0.2759332060813904,0.2593238651752472,0.5130809545516968,0.21975718438625336,0.4322226941585541,0.23946304619312286,-0.037580832839012146,0.3054615259170532,0.45010748505592346,0.3481820821762085,0.32641831040382385,0.20430970191955566
any,0.38858675956726074,0.28555813431739807,0.37563082575798035,0.4118892550468445,0.3211958408355713,0.3944643437862396,0.23673611879348755,0.09017360955476761,0.2978997826576233,0.46410247683525085,0.5107080936431885,0.16594502329826355,0.4113408327102661
newspapers,0.18117578327655792,0.15994688868522644,0.22259511053562164,0.23826666176319122,0.17240390181541443,0.2378004491329193,0.29189950227737427,0.033493295311927795,0.2175176739692688,0.20992979407310486,0.20302049815654755,0.14049075543880463,0.15071024000644684
in,0.2601168751716614,0.2759332060813904,0.2593238651752472,0.5130809545516968,0.21975718438625336,0.4322226941585541,0.23946304619312286,-0.037580832839012146,0.3054615259170532,0.45010748505592346,0.3481820821762085,0.32641831040382385,0.20430970191955566
the,0.33890387415885925,0.3075225353240967,0.34736719727516174,0.6251175999641418,0.31620436906814575,0.4739971458911896,0.30504027009010315,-0.01540423184633255,0.30963727831840515,0.535392165184021,0.4248143136501312,0.3624623417854309,0.22068053483963013
days,0.23509229719638824,0.2864958941936493,0.2182302623987198,0.2969350814819336,0.2955247759819031,0.2734130620956421,0.14877672493457794,0.08848981559276581,0.22763067483901978,0.2942236363887787,0.28003883361816406,0.1634567379951477,0.2198754847049713
",",0.22659391164779663,0.3431144952774048,0.3015086054801941,0.48329564929008484,0.2881867289543152,0.4464869201183319,0.3388298749923706,-0.0016132977325469255,0.2878543734550476,0.44245919585227966,0.39254459738731384,0.3604377806186676,0.31091248989105225
weeks,0.25079891085624695,0.3170197606086731,0.28692591190338135,0.22842107713222504,0.2977987825870514,0.2929542660713196,0.12519285082817078,-0.060238078236579895,0.16488316655158997,0.24200202524662018,0.24280782043933868,0.12329018115997314,0.21667936444282532
and,0.33647966384887695,0.3395216166973114,0.34479495882987976,0.40957894921302795,0.296702116727829,0.5064792633056641,0.36109691858291626,0.06895173341035843,0.3041999638080597,0.48971283435821533,0.41766801476478577,0.3468935489654541,0.20544172823429108
months,0.22324973344802856,0.34182459115982056,0.29584890604019165,0.25612854957580566,0.30386486649513245,0.32226935029029846,0.18429647386074066,0.017206644639372826,0.18382535874843597,0.2831858992576599,0.27389517426490784,0.14636677503585815,0.2804218530654907
after,0.23871733248233795,0.25804978609085083,0.30330467224121094,0.36872005462646484,0.32370224595069885,0.3650246858596802,0.1751653254032135,-0.055672239512205124,0.30063074827194214,0.37890323996543884,0.32360681891441345,0.19016911089420319,0.16608688235282898
it,0.36714982986450195,0.34568047523498535,0.2993364930152893,0.9999999403953552,0.27032700181007385,0.32171204686164856,0.32486701011657715,0.06608816236257553,0.2648297846317291,0.513711154460907,0.5203388929367065,0.2640952467918396,0.25732165575027466
happened,0.3445339500904083,0.20768843591213226,0.41887062788009644,0.3335137665271759,0.31786471605300903,0.23292502760887146,0.19521287083625793,-0.012165569700300694,0.24803532660007477,0.2299996316432953,0.259830504655838,0.2055271416902542,0.3097429871559143
.,0.3287222981452942,0.3247973620891571,0.35288307070732117,0.5593622326850891,0.3045158088207245,0.4726039469242096,0.2866504490375519,-0.003708066651597619,0.2603943943977356,0.4645031690597534,0.4383580684661865,0.283290296792984,0.4130953550338745
