,what,were,the,saxon,palace,and,brühl,palace,in,prewar,warsaw,?
palace,0.17891965806484222,0.1839732825756073,0.25955939292907715,0.17224545776844025,0.9999999403953552,0.20294713973999023,0.2677620053291321,0.9999999403953552,0.22634974122047424,0.15693317353725433,0.25637224316596985,0.14965219795703888
and,0.31309178471565247,0.42175528407096863,0.5171257257461548,0.2217492312192917,0.20294713973999023,1.0,0.2981327474117279,0.20294713973999023,0.4954058527946472,0.3027659058570862,0.2083624005317688,0.20544172823429108
the,0.42745697498321533,0.3906462490558624,1.0,0.26529496908187866,0.25955939292907715,0.5171257257461548,0.32650166749954224,0.25955939292907715,0.6662389636039734,0.35502389073371887,0.23137180507183075,0.22068053483963013
brühl,0.16985264420509338,0.20978014171123505,0.32650166749954224,0.3222843408584595,0.2677620053291321,0.2981327474117279,1.0,0.2677620053291321,0.328023225069046,0.22735905647277832,0.36184585094451904,0.15199774503707886
palace,0.17891965806484222,0.1839732825756073,0.25955939292907715,0.17224545776844025,0.9999999403953552,0.20294713973999023,0.2677620053291321,0.9999999403953552,0.22634974122047424,0.15693317353725433,0.25637224316596985,0.14965219795703888
",",0.3087472915649414,0.36755475401878357,0.4933079481124878,0.18075740337371826,0.2317083179950714,0.6633074283599854,0.38275691866874695,0.2317083179950714,0.5201468467712402,0.23641818761825562,0.25300899147987366,0.31091248989105225
the,0.42745697498321533,0.3906462490558624,1.0,0.26529496908187866,0.25955939292907715,0.5171257257461548,0.32650166749954224,0.25955939292907715,0.6662389636039734,0.35502389073371887,0.23137180507183075,0.22068053483963013
most,0.3219912350177765,0.3543298542499542,0.47635307908058167,0.15770962834358215,0.1473620980978012,0.4309377074241638,0.16050444543361664,0.1473620980978012,0.41416558623313904,0.2541331946849823,0.06817606836557388,0.2107497900724411
distinctive,0.25436970591545105,0.19950389862060547,0.2618619501590729,0.19263620674610138,0.0918215662240982,0.31099000573158264,0.10390424728393555,0.0918215662240982,0.23824742436408997,0.1958850771188736,0.06835527718067169,0.07970129698514938
buildings,0.17147983610630035,0.29042333364486694,0.25566717982292175,0.16578182578086853,0.37556976079940796,0.3477250337600708,0.234482541680336,0.37556976079940796,0.3479180932044983,0.15016168355941772,0.1965731382369995,0.11192528158426285
in,0.30808621644973755,0.3815755248069763,0.6662389636039734,0.20249444246292114,0.22634974122047424,0.4954058527946472,0.328023225069046,0.22634974122047424,1.0,0.2693178057670593,0.22642600536346436,0.20430970191955566
prewar,0.1893066167831421,0.2928455173969269,0.35502389073371887,0.1722681224346161,0.15693317353725433,0.3027659058570862,0.22735905647277832,0.15693317353725433,0.2693178057670593,1.0,0.17971156537532806,0.10817613452672958
warsaw,0.10373849421739578,0.18216076493263245,0.23137180507183075,0.19327090680599213,0.25637224316596985,0.2083624005317688,0.36184585094451904,0.25637224316596985,0.22642600536346436,0.17971156537532806,1.0,0.09769917279481888
.,0.3567904531955719,0.3378238379955292,0.5934505462646484,0.17320390045642853,0.21039699018001556,0.588965117931366,0.33331137895584106,0.21039699018001556,0.5591574311256409,0.2807812988758087,0.26825499534606934,0.4130953550338745
