,who,was,the,broncos,',leading,rusher,for,the,2015,season,?
rusher,0.24189144372940063,0.27699869871139526,0.2200862467288971,0.35058560967445374,0.19737787544727325,0.28786590695381165,1.0,0.25463414192199707,0.2200862467288971,-0.12133481353521347,0.2220371961593628,0.11668813228607178
863,0.15041902661323547,0.1324576437473297,0.21372847259044647,0.21251744031906128,0.22815150022506714,0.16686446964740753,0.1817939132452011,0.22553561627864838,0.21372847259044647,0.11020323634147644,0.22901223599910736,0.28603190183639526
yards,0.13584628701210022,0.1823360025882721,0.16070343554019928,0.4475782513618469,0.08737513422966003,0.23055429756641388,0.4378136098384857,0.21746347844600677,0.16070343554019928,0.02945392206311226,0.3280850648880005,0.12453813850879669
and,0.41279885172843933,0.3740963041782379,0.5171257257461548,0.20959050953388214,0.3053182065486908,0.34015700221061707,0.262758731842041,0.5064792633056641,0.5171257257461548,0.015077123418450356,0.2369309365749359,0.20544172823429108
seven,0.15699508786201477,0.28194957971572876,0.28151169419288635,0.18732549250125885,0.21918454766273499,0.2030341625213623,0.12523262202739716,0.22466500103473663,0.28151169419288635,0.06683580577373505,0.1832958161830902,0.1732930988073349
touchdowns,0.18127667903900146,0.2174215018749237,0.20508192479610443,0.5303385257720947,0.14570559561252594,0.29000669717788696,0.4829498827457428,0.2948407232761383,0.20508192479610443,0.008580083958804607,0.4151381552219391,0.1509619653224945
",",0.3365725874900818,0.45456063747406006,0.4933079481124878,0.2558487057685852,0.5178600549697876,0.25808972120285034,0.28831422328948975,0.4464869201183319,0.4933079481124878,0.06568983197212219,0.2232367992401123,0.31091248989105225
while,0.4068111777305603,0.3253832161426544,0.39804592728614807,0.23601266741752625,0.1912580281496048,0.30638647079467773,0.2576514780521393,0.4232339859008789,0.39804592728614807,-0.013383761048316956,0.21403980255126953,0.21076419949531555
also,0.47919341921806335,0.4032125174999237,0.6021018624305725,0.21493366360664368,0.4253612458705902,0.29101821780204773,0.23763079941272736,0.5373267531394958,0.6021018624305725,-0.004504992160946131,0.23262320458889008,0.21848613023757935
catching,0.24398905038833618,0.18254119157791138,0.2535163164138794,0.23795710504055023,0.18166223168373108,0.17341597378253937,0.23507808148860931,0.29982927441596985,0.2535163164138794,-0.12410977482795715,0.23032362759113312,0.2628870904445648
25,0.139450341463089,0.15615400671958923,0.1671934723854065,0.08878585696220398,0.06862272322177887,0.19983024895191193,0.1021491214632988,0.16109365224838257,0.1671934723854065,0.19947026669979095,0.14148758351802826,0.09614268690347672
passes,0.08672328293323517,0.1631097048521042,0.3752402365207672,0.22322407364845276,0.2067568004131317,0.2500131130218506,0.23357194662094116,0.2133815735578537,0.3752402365207672,0.033945534378290176,0.16756902635097504,0.09716983139514923
for,0.37110671401023865,0.3863949179649353,0.4739971458911896,0.2739109396934509,0.31184524297714233,0.3854183852672577,0.25463414192199707,0.9999999403953552,0.4739971458911896,-0.08512632548809052,0.24490800499916077,0.264628142118454
183,0.005853994749486446,-0.10709840059280396,-0.143292635679245,-0.0310627743601799,-0.04969899356365204,0.003923783544450998,-0.019657522439956665,-0.05795867741107941,-0.143292635679245,0.03322497010231018,-0.04840511083602905,-0.02645297721028328
yards,0.13584628701210022,0.1823360025882721,0.16070343554019928,0.4475782513618469,0.08737513422966003,0.23055429756641388,0.4378136098384857,0.21746347844600677,0.16070343554019928,0.02945392206311226,0.3280850648880005,0.12453813850879669
.,0.3541337847709656,0.40146201848983765,0.5934505462646484,0.2612393796443939,0.4806240200996399,0.2186424434185028,0.2332548201084137,0.4726039469242096,0.5934505462646484,0.06607602536678314,0.24674734473228455,0.4130953550338745
