,what,company,paid,for,a,super,bowl,50,ad,to,show,a,trailer,of,x-men,:,apocalypse,?
studios,0.15965642035007477,0.31583884358406067,0.18541283905506134,0.14505156874656677,0.18739166855812073,0.18254372477531433,0.20750465989112854,0.027507063001394272,0.1301029473543167,0.23079390823841095,0.22153249382972717,0.18739166855812073,0.35863324999809265,0.2043924331665039,0.18104682862758636,-0.11609628051519394,0.33189547061920166,0.16383133828639984
and,0.31309178471565247,0.23788511753082275,0.23595960438251495,0.5064792633056641,0.3739250600337982,0.18368244171142578,0.1698254644870758,0.0032697415444999933,0.1829509735107422,0.48971283435821533,0.3455478549003601,0.3739250600337982,0.1914048194885254,0.5116966962814331,0.27407917380332947,-0.04625999182462692,0.19618673622608185,0.20544172823429108
walt,0.1869807094335556,0.31658700108528137,0.2029452919960022,0.1657402515411377,0.23267912864685059,0.1810309886932373,0.19357717037200928,0.004983138758689165,0.09315507858991623,0.24481339752674103,0.25680986046791077,0.23267912864685059,0.31749698519706726,0.21986570954322815,0.16221781075000763,-0.04458259418606758,0.3161363899707794,0.18540392816066742
disney,0.19632026553153992,0.29213109612464905,0.17091912031173706,0.16913838684558868,0.21907898783683777,0.17334483563899994,0.13802848756313324,0.0435783825814724,0.08277987688779831,0.23984374105930328,0.29615774750709534,0.21907898783683777,0.30948948860168457,0.19926400482654572,0.09801658242940903,-0.061742328107357025,0.23239079117774963,0.22150784730911255
studios,0.15965642035007477,0.31583884358406067,0.18541283905506134,0.14505156874656677,0.18739166855812073,0.18254372477531433,0.20750465989112854,0.027507063001394272,0.1301029473543167,0.23079390823841095,0.22153249382972717,0.18739166855812073,0.35863324999809265,0.2043924331665039,0.18104682862758636,-0.11609628051519394,0.33189547061920166,0.16383133828639984
paid,0.254770964384079,0.276852548122406,1.0,0.29203978180885315,0.19037166237831116,0.06850399821996689,0.16991259157657623,-0.04706486314535141,0.15105894207954407,0.2345556914806366,0.17945237457752228,0.19037166237831116,0.17094449698925018,0.22769756615161896,0.26516199111938477,-0.031136125326156616,0.08944745361804962,0.20964482426643372
for,0.3017193675041199,0.25874319672584534,0.29203978180885315,0.9999999403953552,0.44038116931915283,0.22938419878482819,0.24430087208747864,0.029183456674218178,0.09682639688253403,0.4451248347759247,0.3141973614692688,0.44038116931915283,0.1980103701353073,0.4185989499092102,0.21549175679683685,-0.02522280067205429,0.14751319587230682,0.264628142118454
movie,0.19373337924480438,0.2025807648897171,0.18588139116764069,0.22823558747768402,0.2430880069732666,0.18958142399787903,0.1738804578781128,0.016996338963508606,0.1171225756406784,0.2026578187942505,0.2639404833316803,0.2430880069732666,0.3818339705467224,0.2027330845594406,0.2164834439754486,-0.04811905696988106,0.3524951636791229,0.18408656120300293
trailers,0.206360325217247,0.25635799765586853,0.22320711612701416,0.2797089219093323,0.2022363245487213,0.2439633458852768,0.17821437120437622,-0.05439390614628792,0.09767630696296692,0.25522205233573914,0.23683546483516693,0.2022363245487213,0.8336867690086365,0.12482839077711105,0.28002795577049255,-0.12843665480613708,0.2182367742061615,0.19265498220920563
to,0.455847829580307,0.24903783202171326,0.2345556914806366,0.4451248347759247,0.45503583550453186,0.17783479392528534,0.16993016004562378,-0.024239253252744675,0.1555420160293579,1.0,0.29833272099494934,0.45503583550453186,0.20060497522354126,0.41548454761505127,0.19500534236431122,-0.09243495017290115,0.2091938704252243,0.29463258385658264
be,0.3929833769798279,0.1454060822725296,0.23184046149253845,0.3801851272583008,0.39883795380592346,0.1880253106355667,0.18567830324172974,0.015184788033366203,0.18207314610481262,0.4972836375236511,0.29246196150779724,0.39883795380592346,0.21171800792217255,0.33904364705085754,0.16444528102874756,-0.09417453408241272,0.153028666973114,0.3324260413646698
aired,0.1692323386669159,0.1785302758216858,0.19972042739391327,0.14468124508857727,0.1767585724592209,0.22168377041816711,0.1768631637096405,0.025258932262659073,0.132039874792099,0.18075093626976013,0.5127021670341492,0.1767585724592209,0.25332483649253845,0.15519371628761292,0.20713698863983154,-0.0374361090362072,0.23365983366966248,0.22283338010311127
during,0.24137552082538605,0.12950238585472107,0.26965436339378357,0.3448435664176941,0.30341604351997375,0.16951335966587067,0.22041946649551392,0.07054752856492996,0.13994094729423523,0.2828781306743622,0.2252446562051773,0.30341604351997375,0.17172709107398987,0.3869180977344513,0.3245892822742462,0.03165488690137863,0.14079779386520386,0.1325719803571701
the,0.42745697498321533,0.26591673493385315,0.22871042788028717,0.4739971458911896,0.5829201340675354,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.24233382940292358,0.535392165184021,0.319829523563385,0.5829201340675354,0.25035014748573303,0.733189046382904,0.27345529198646545,-0.03403344005346298,0.3059094250202179,0.22068053483963013
super,0.13651713728904724,0.11376534402370453,0.06850399821996689,0.22938419878482819,0.26005712151527405,1.0000001192092896,0.4848237931728363,0.0833745002746582,0.06299305707216263,0.17783479392528534,0.16737808287143707,0.26005712151527405,0.21072626113891602,0.14718765020370483,0.1687907576560974,0.14034654200077057,0.14775389432907104,0.166326642036438
bowl,0.15942467749118805,0.10346642881631851,0.16991259157657623,0.24430087208747864,0.19533146917819977,0.4848237931728363,1.0,0.005446359980851412,0.1156758964061737,0.16993016004562378,0.19135026633739471,0.19533146917819977,0.10071451216936111,0.2243070751428604,0.17898325622081757,0.14579139649868011,0.1736818552017212,0.21118052303791046
.,0.3567904531955719,0.266353577375412,0.22304166853427887,0.4726039469242096,0.50484299659729,0.2757420241832733,0.21516893804073334,0.04325474053621292,0.2654629051685333,0.4645031690597534,0.3016606271266937,0.50484299659729,0.1708780825138092,0.5352458953857422,0.19743280112743378,-0.062034789472818375,0.19066594541072845,0.4130953550338745
,what,company,paid,for,a,super,bowl,50,ad,to,show,a,trailer,of,x-men,:,apocalypse,?
fox,0.16651637852191925,0.25603240728378296,0.08633742481470108,0.1993214637041092,0.16995559632778168,0.17024748027324677,0.17459118366241455,0.007465891540050507,0.12549227476119995,0.2072722166776657,0.27675753831863403,0.16995559632778168,0.15135587751865387,0.13095848262310028,0.1065092533826828,-0.03502407297492027,0.242493137717247,0.1670110523700714
paid,0.254770964384079,0.276852548122406,1.0,0.29203978180885315,0.19037166237831116,0.06850399821996689,0.16991259157657623,-0.04706486314535141,0.15105894207954407,0.2345556914806366,0.17945237457752228,0.19037166237831116,0.17094449698925018,0.22769756615161896,0.26516199111938477,-0.031136125326156616,0.08944745361804962,0.20964482426643372
for,0.3017193675041199,0.25874319672584534,0.29203978180885315,0.9999999403953552,0.44038116931915283,0.22938419878482819,0.24430087208747864,0.029183456674218178,0.09682639688253403,0.4451248347759247,0.3141973614692688,0.44038116931915283,0.1980103701353073,0.4185989499092102,0.21549175679683685,-0.02522280067205429,0.14751319587230682,0.264628142118454
deadpool,0.277893990278244,0.22100993990898132,0.144717738032341,0.31429100036621094,0.3515285849571228,0.3097268044948578,0.2170099914073944,0.09421544522047043,0.08816841244697571,0.32163259387016296,0.3685271143913269,0.3515285849571228,0.37386804819107056,0.2362900674343109,0.25866109132766724,-0.07995384186506271,0.4224593937397003,0.24113722145557404
",",0.3087472915649414,0.2697763442993164,0.18092423677444458,0.4464869201183319,0.427140474319458,0.22322475910186768,0.1810409277677536,-0.025195008143782616,0.21154692769050598,0.44245919585227966,0.31928569078445435,0.427140474319458,0.20151035487651825,0.4946078956127167,0.21719399094581604,-0.004729332868009806,0.23481988906860352,0.31091248989105225
x-men,0.1464698761701584,0.1104513555765152,0.26516199111938477,0.21549175679683685,0.17320182919502258,0.1687907576560974,0.17898325622081757,0.03968748450279236,0.14968682825565338,0.19500534236431122,0.1837770789861679,0.17320182919502258,0.20309090614318848,0.24411845207214355,1.0,0.061577148735523224,0.28172826766967773,0.14535854756832123
:,-0.12022944539785385,-0.048184167593717575,-0.031136125326156616,-0.02522280067205429,-0.0007584693375974894,0.14034654200077057,0.14579139649868011,0.06510673463344574,-0.06002218648791313,-0.09243495017290115,-0.08633632957935333,-0.0007584693375974894,-0.10141312330961227,-0.08807745575904846,0.061577148735523224,1.0000001192092896,-0.046261247247457504,-0.07156077772378922
apocalypse,0.19671958684921265,0.23659121990203857,0.08944745361804962,0.14751319587230682,0.1845252960920334,0.14775389432907104,0.1736818552017212,0.07000469416379929,0.1544283777475357,0.2091938704252243,0.19399265944957733,0.1845252960920334,0.2384660392999649,0.24439729750156403,0.28172826766967773,-0.046261247247457504,0.9999998807907104,0.21990230679512024
",",0.3087472915649414,0.2697763442993164,0.18092423677444458,0.4464869201183319,0.427140474319458,0.22322475910186768,0.1810409277677536,-0.025195008143782616,0.21154692769050598,0.44245919585227966,0.31928569078445435,0.427140474319458,0.20151035487651825,0.4946078956127167,0.21719399094581604,-0.004729332868009806,0.23481988906860352,0.31091248989105225
independence,0.24622133374214172,0.19568732380867004,0.15877754986286163,0.1525467187166214,0.19904725253582,0.1479015052318573,0.15814414620399475,-0.042988408356904984,0.11253529787063599,0.1964111477136612,0.16011150181293488,0.19904725253582,0.09794473648071289,0.2965129017829895,0.23481756448745728,0.0009258471545763314,0.17193695902824402,0.12301119416952133
day,0.2990210950374603,0.14417728781700134,0.2413710057735443,0.23720888793468475,0.18630309402942657,0.12438684701919556,0.17859336733818054,-0.10610661655664444,0.17364488542079926,0.21753256022930145,0.17508642375469208,0.18630309402942657,0.2224484086036682,0.2934032380580902,0.23451294004917145,-0.050233375281095505,0.16823458671569824,0.2141837179660797
:,-0.12022944539785385,-0.048184167593717575,-0.031136125326156616,-0.02522280067205429,-0.0007584693375974894,0.14034654200077057,0.14579139649868011,0.06510673463344574,-0.06002218648791313,-0.09243495017290115,-0.08633632957935333,-0.0007584693375974894,-0.10141312330961227,-0.08807745575904846,0.061577148735523224,1.0000001192092896,-0.046261247247457504,-0.07156077772378922
resurgence,0.270428329706192,0.15304221212863922,0.1505478173494339,0.20797626674175262,0.2303868979215622,0.20239286124706268,0.14952078461647034,0.011957881040871143,0.2325342297554016,0.2341705709695816,0.1455531269311905,0.2303868979215622,0.1455051600933075,0.30038365721702576,0.23292659223079681,-0.05091476812958717,0.39277195930480957,0.16093435883522034
and,0.31309178471565247,0.23788511753082275,0.23595960438251495,0.5064792633056641,0.3739250600337982,0.18368244171142578,0.1698254644870758,0.0032697415444999933,0.1829509735107422,0.48971283435821533,0.3455478549003601,0.3739250600337982,0.1914048194885254,0.5116966962814331,0.27407917380332947,-0.04625999182462692,0.19618673622608185,0.20544172823429108
eddie,0.055257223546504974,0.08474753051996231,0.16451476514339447,0.12852582335472107,0.17080295085906982,0.10620340704917908,0.1207633763551712,-0.014073830097913742,0.07033517211675644,0.12904797494411469,0.1811305731534958,0.17080295085906982,0.14800359308719635,0.11596476286649704,0.1925410032272339,0.015700729563832283,0.13468612730503082,0.13601547479629517
the,0.42745697498321533,0.26591673493385315,0.22871042788028717,0.4739971458911896,0.5829201340675354,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.24233382940292358,0.535392165184021,0.319829523563385,0.5829201340675354,0.25035014748573303,0.733189046382904,0.27345529198646545,-0.03403344005346298,0.3059094250202179,0.22068053483963013
eagle,0.17198938131332397,0.11794555932283401,0.13610756397247314,0.1839216947555542,0.27303969860076904,0.20242474973201752,0.19858093559741974,0.0017014112090691924,0.09143203496932983,0.17609542608261108,0.2346382588148117,0.27303969860076904,0.1344148963689804,0.20690523087978363,0.13026143610477448,-0.0005877981311641634,0.22624555230140686,0.21301716566085815
",",0.3087472915649414,0.2697763442993164,0.18092423677444458,0.4464869201183319,0.427140474319458,0.22322475910186768,0.1810409277677536,-0.025195008143782616,0.21154692769050598,0.44245919585227966,0.31928569078445435,0.427140474319458,0.20151035487651825,0.4946078956127167,0.21719399094581604,-0.004729332868009806,0.23481988906860352,0.31091248989105225
lionsgate,0.22215215861797333,0.36814653873443604,0.24763692915439606,0.2642984986305237,0.2585168182849884,0.2803584039211273,0.284046471118927,0.002250801306217909,0.16622374951839447,0.27206581830978394,0.3298693597316742,0.2585168182849884,0.3649771511554718,0.23525218665599823,0.1776968389749527,-0.14374591410160065,0.3291131258010864,0.20515874028205872
paid,0.254770964384079,0.276852548122406,1.0,0.29203978180885315,0.19037166237831116,0.06850399821996689,0.16991259157657623,-0.04706486314535141,0.15105894207954407,0.2345556914806366,0.17945237457752228,0.19037166237831116,0.17094449698925018,0.22769756615161896,0.26516199111938477,-0.031136125326156616,0.08944745361804962,0.20964482426643372
for,0.3017193675041199,0.25874319672584534,0.29203978180885315,0.9999999403953552,0.44038116931915283,0.22938419878482819,0.24430087208747864,0.029183456674218178,0.09682639688253403,0.4451248347759247,0.3141973614692688,0.44038116931915283,0.1980103701353073,0.4185989499092102,0.21549175679683685,-0.02522280067205429,0.14751319587230682,0.264628142118454
gods,0.2244771271944046,0.16695870459079742,0.1516438126564026,0.1709371656179428,0.12198076397180557,0.11685571074485779,0.16775482892990112,-0.029085829854011536,0.16122756898403168,0.2517090439796448,0.214635968208313,0.12198076397180557,0.163854718208313,0.2196008712053299,0.2521018385887146,-0.06724873930215836,0.2778766453266144,0.16458383202552795
of,0.33290785551071167,0.20467796921730042,0.22769756615161896,0.4185989499092102,0.5052502155303955,0.14718765020370483,0.2243070751428604,0.006577443331480026,0.1761893332004547,0.41548454761505127,0.21383242309093475,0.5052502155303955,0.1294957548379898,1.0,0.24411845207214355,-0.08807745575904846,0.24439729750156403,0.1826142966747284
egypt,0.1976596713066101,0.10445678979158401,0.20187725126743317,0.17121455073356628,0.14361631870269775,0.06365250051021576,0.10318712890148163,0.015233904123306274,0.27052462100982666,0.2233564704656601,0.18212980031967163,0.14361631870269775,0.07892070710659027,0.25414037704467773,0.2654094398021698,-0.018092753365635872,0.18402183055877686,0.17769601941108704
",",0.3087472915649414,0.2697763442993164,0.18092423677444458,0.4464869201183319,0.427140474319458,0.22322475910186768,0.1810409277677536,-0.025195008143782616,0.21154692769050598,0.44245919585227966,0.31928569078445435,0.427140474319458,0.20151035487651825,0.4946078956127167,0.21719399094581604,-0.004729332868009806,0.23481988906860352,0.31091248989105225
paramount,0.1447969675064087,0.36330583691596985,0.24635596573352814,0.19609104096889496,0.12325868755578995,0.17205844819545746,0.17346921563148499,0.051812537014484406,0.1119685173034668,0.16977928578853607,0.26227688789367676,0.12325868755578995,0.31387844681739807,0.12845782935619354,0.12807747721672058,-0.0916600450873375,0.37977278232574463,0.1511610448360443
paid,0.254770964384079,0.276852548122406,1.0,0.29203978180885315,0.19037166237831116,0.06850399821996689,0.16991259157657623,-0.04706486314535141,0.15105894207954407,0.2345556914806366,0.17945237457752228,0.19037166237831116,0.17094449698925018,0.22769756615161896,0.26516199111938477,-0.031136125326156616,0.08944745361804962,0.20964482426643372
for,0.3017193675041199,0.25874319672584534,0.29203978180885315,0.9999999403953552,0.44038116931915283,0.22938419878482819,0.24430087208747864,0.029183456674218178,0.09682639688253403,0.4451248347759247,0.3141973614692688,0.44038116931915283,0.1980103701353073,0.4185989499092102,0.21549175679683685,-0.02522280067205429,0.14751319587230682,0.264628142118454
teenage,0.24582551419734955,0.16370199620723724,0.1364808976650238,0.16067081689834595,0.24590420722961426,0.2508498728275299,0.11136696487665176,0.007537350989878178,0.13245858252048492,0.21666087210178375,0.23231831192970276,0.24590420722961426,0.2176484614610672,0.1730947345495224,0.2354811728000641,-0.07085125148296356,0.28217917680740356,0.18613165616989136
mutant,0.25245264172554016,0.1641196757555008,0.12932215631008148,0.1649761199951172,0.2067619115114212,0.27849283814430237,0.11917673051357269,0.03931732475757599,0.1351819932460785,0.21581219136714935,0.2551282048225403,0.2067619115114212,0.2315954864025116,0.22857536375522614,0.23195095360279083,-0.06968796253204346,0.3091268837451935,0.17710834741592407
ninja,0.21086284518241882,0.15596897900104523,0.16456811130046844,0.07788430154323578,0.2124631553888321,0.33115872740745544,0.19230863451957703,0.020291268825531006,0.1061491072177887,0.17830313742160797,0.2200595885515213,0.2124631553888321,0.19800588488578796,0.17908866703510284,0.27702832221984863,0.030845560133457184,0.2866279184818268,0.1371469497680664
turtles,0.18010659515857697,0.15906766057014465,0.12296394258737564,0.12440097332000732,0.17037038505077362,0.270868182182312,0.1677391082048416,0.06682666391134262,0.12209160625934601,0.19984138011932373,0.2312231957912445,0.17037038505077362,0.14466483891010284,0.24072623252868652,0.3005653917789459,-0.12995003163814545,0.2689085006713867,0.09554774314165115
:,-0.12022944539785385,-0.048184167593717575,-0.031136125326156616,-0.02522280067205429,-0.0007584693375974894,0.14034654200077057,0.14579139649868011,0.06510673463344574,-0.06002218648791313,-0.09243495017290115,-0.08633632957935333,-0.0007584693375974894,-0.10141312330961227,-0.08807745575904846,0.061577148735523224,1.0000001192092896,-0.046261247247457504,-0.07156077772378922
out,0.3633197546005249,0.14310407638549805,0.21636338531970978,0.3312093913555145,0.34264278411865234,0.18827584385871887,0.21548143029212952,-0.020797492936253548,0.13230428099632263,0.42386990785598755,0.22993630170822144,0.34264278411865234,0.2418963462114334,0.34176841378211975,0.1934339553117752,-0.0349646657705307,0.13434083759784698,0.22020699083805084
of,0.33290785551071167,0.20467796921730042,0.22769756615161896,0.4185989499092102,0.5052502155303955,0.14718765020370483,0.2243070751428604,0.006577443331480026,0.1761893332004547,0.41548454761505127,0.21383242309093475,0.5052502155303955,0.1294957548379898,1.0,0.24411845207214355,-0.08807745575904846,0.24439729750156403,0.1826142966747284
the,0.42745697498321533,0.26591673493385315,0.22871042788028717,0.4739971458911896,0.5829201340675354,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.24233382940292358,0.535392165184021,0.319829523563385,0.5829201340675354,0.25035014748573303,0.733189046382904,0.27345529198646545,-0.03403344005346298,0.3059094250202179,0.22068053483963013
shadows,0.13055908679962158,0.05878907069563866,0.08819124102592468,0.21432022750377655,0.19167092442512512,0.1905735433101654,0.145412877202034,0.09563864767551422,0.13867181539535522,0.14845389127731323,0.23811878263950348,0.19167092442512512,0.2213125228881836,0.21185994148254395,0.1651054471731186,-0.14054235816001892,0.3066033720970154,0.10613467544317245
and,0.31309178471565247,0.23788511753082275,0.23595960438251495,0.5064792633056641,0.3739250600337982,0.18368244171142578,0.1698254644870758,0.0032697415444999933,0.1829509735107422,0.48971283435821533,0.3455478549003601,0.3739250600337982,0.1914048194885254,0.5116966962814331,0.27407917380332947,-0.04625999182462692,0.19618673622608185,0.20544172823429108
10,0.11840458959341049,0.02405395731329918,0.10452134907245636,0.07862305641174316,0.12933704257011414,0.053164973855018616,0.06414627283811569,-0.05261240527033806,0.08310412615537643,0.18753696978092194,0.030276408419013023,0.12933704257011414,-0.0003390664351172745,0.2777891755104065,0.18524953722953796,-0.05974526330828667,0.07456611841917038,0.022911956533789635
cloverfield,0.15067711472511292,0.23610809445381165,0.1732020378112793,0.2720806300640106,0.2853299081325531,0.24540522694587708,0.2618936002254486,0.0005028145969845355,0.11581631004810333,0.23572427034378052,0.2586492896080017,0.2853299081325531,0.22667396068572998,0.2582555413246155,0.25305432081222534,-0.11365748941898346,0.3049951493740082,0.18510612845420837
lane,0.1767110675573349,0.1588728427886963,0.13584472239017487,0.20664037764072418,0.23015283048152924,0.14465077221393585,0.21094240248203278,-0.07586928457021713,0.1268143653869629,0.20980419218540192,0.1738406866788864,0.23015283048152924,0.28777849674224854,0.15131840109825134,0.172416552901268,-0.08210942894220352,0.1897098869085312,0.12951500713825226
",",0.3087472915649414,0.2697763442993164,0.18092423677444458,0.4464869201183319,0.427140474319458,0.22322475910186768,0.1810409277677536,-0.025195008143782616,0.21154692769050598,0.44245919585227966,0.31928569078445435,0.427140474319458,0.20151035487651825,0.4946078956127167,0.21719399094581604,-0.004729332868009806,0.23481988906860352,0.31091248989105225
universal,0.20640362799167633,0.24939820170402527,0.1164514496922493,0.19553370773792267,0.20401886105537415,0.16074901819229126,0.11771684139966965,0.098045714199543,0.13727696239948273,0.19006553292274475,0.24247325956821442,0.20401886105537415,0.19180795550346375,0.20601727068424225,0.1149689257144928,-0.04396766424179077,0.26508039236068726,0.2074412703514099
paid,0.254770964384079,0.276852548122406,1.0,0.29203978180885315,0.19037166237831116,0.06850399821996689,0.16991259157657623,-0.04706486314535141,0.15105894207954407,0.2345556914806366,0.17945237457752228,0.19037166237831116,0.17094449698925018,0.22769756615161896,0.26516199111938477,-0.031136125326156616,0.08944745361804962,0.20964482426643372
for,0.3017193675041199,0.25874319672584534,0.29203978180885315,0.9999999403953552,0.44038116931915283,0.22938419878482819,0.24430087208747864,0.029183456674218178,0.09682639688253403,0.4451248347759247,0.3141973614692688,0.44038116931915283,0.1980103701353073,0.4185989499092102,0.21549175679683685,-0.02522280067205429,0.14751319587230682,0.264628142118454
the,0.42745697498321533,0.26591673493385315,0.22871042788028717,0.4739971458911896,0.5829201340675354,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.24233382940292358,0.535392165184021,0.319829523563385,0.5829201340675354,0.25035014748573303,0.733189046382904,0.27345529198646545,-0.03403344005346298,0.3059094250202179,0.22068053483963013
secret,0.2518046498298645,0.06677870452404022,0.21787358820438385,0.2010081261396408,0.2104455530643463,0.20352357625961304,0.08383673429489136,0.05602211505174637,0.1116650253534317,0.20223848521709442,0.1993885338306427,0.2104455530643463,0.2036322057247162,0.17003418505191803,0.2465495765209198,-0.11828507483005524,0.25460198521614075,0.16440534591674805
life,0.24693015217781067,0.16608911752700806,0.18842549622058868,0.244698166847229,0.27076753973960876,0.11999484151601791,0.12527509033679962,0.035228993743658066,0.07596857100725174,0.24560359120368958,0.1933327168226242,0.27076753973960876,0.15427353978157043,0.2788603901863098,0.15606316924095154,-0.13699789345264435,0.2776894271373749,0.21677987277507782
of,0.33290785551071167,0.20467796921730042,0.22769756615161896,0.4185989499092102,0.5052502155303955,0.14718765020370483,0.2243070751428604,0.006577443331480026,0.1761893332004547,0.41548454761505127,0.21383242309093475,0.5052502155303955,0.1294957548379898,1.0,0.24411845207214355,-0.08807745575904846,0.24439729750156403,0.1826142966747284
pets,0.13089267909526825,0.2101467102766037,0.19088652729988098,0.1955041140317917,0.12774056196212769,0.15140703320503235,0.12168092280626297,0.06867066025733948,0.10824462026357651,0.20982880890369415,0.15700052678585052,0.12774056196212769,0.18353646993637085,0.1144932359457016,0.2378954142332077,-0.10989157855510712,0.1684872955083847,0.16451407968997955
and,0.31309178471565247,0.23788511753082275,0.23595960438251495,0.5064792633056641,0.3739250600337982,0.18368244171142578,0.1698254644870758,0.0032697415444999933,0.1829509735107422,0.48971283435821533,0.3455478549003601,0.3739250600337982,0.1914048194885254,0.5116966962814331,0.27407917380332947,-0.04625999182462692,0.19618673622608185,0.20544172823429108
the,0.42745697498321533,0.26591673493385315,0.22871042788028717,0.4739971458911896,0.5829201340675354,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.24233382940292358,0.535392165184021,0.319829523563385,0.5829201340675354,0.25035014748573303,0.733189046382904,0.27345529198646545,-0.03403344005346298,0.3059094250202179,0.22068053483963013
debut,0.12330318242311478,0.20735035836696625,0.17479583621025085,0.2246619164943695,0.23467278480529785,0.17349262535572052,0.13468661904335022,0.10686103254556656,0.08392057567834854,0.19055314362049103,0.21141785383224487,0.23467278480529785,0.2099684327840805,0.12960465252399445,0.11500255018472672,0.10429801046848297,0.21955378353595734,0.10726679861545563
trailer,0.19146892428398132,0.2306317538022995,0.17094449698925018,0.1980103701353073,0.2606566250324249,0.21072626113891602,0.10071451216936111,-0.013081187382340431,0.1395617574453354,0.20060497522354126,0.23685303330421448,0.2606566250324249,1.0000001192092896,0.1294957548379898,0.20309090614318848,-0.10141312330961227,0.2384660392999649,0.19411374628543854
for,0.3017193675041199,0.25874319672584534,0.29203978180885315,0.9999999403953552,0.44038116931915283,0.22938419878482819,0.24430087208747864,0.029183456674218178,0.09682639688253403,0.4451248347759247,0.3141973614692688,0.44038116931915283,0.1980103701353073,0.4185989499092102,0.21549175679683685,-0.02522280067205429,0.14751319587230682,0.264628142118454
jason,0.21427975594997406,0.08800642192363739,0.13575510680675507,0.15635615587234497,0.19215646386146545,0.14509907364845276,0.2034790962934494,0.014003786258399487,0.1194818988442421,0.1582711786031723,0.18014580011367798,0.19215646386146545,0.2180580347776413,0.15214891731739044,0.24846069514751434,-0.0624980628490448,0.30924999713897705,0.13378524780273438
