,what,microsoft,ceo,is,also,an,alumni,of,the,university,of,chicago,?
",",0.3087472915649414,0.21971753239631653,0.24176505208015442,0.4691906273365021,0.4717654287815094,0.3581022024154663,0.2394251972436905,0.4946078956127167,0.4933079481124878,0.3017033040523529,0.4946078956127167,0.2679542899131775,0.31091248989105225
oracle,0.24341267347335815,0.4300435185432434,0.24994195997714996,0.16423331201076508,0.2844018340110779,0.1771744191646576,0.1266193836927414,0.18395070731639862,0.24501000344753265,0.10218804329633713,0.18395070731639862,0.10548270493745804,0.1616489589214325
corporation,0.1715448498725891,0.3984951674938202,0.48641568422317505,0.21436315774917603,0.23555800318717957,0.16880345344543457,0.20593005418777466,0.22095033526420593,0.26837587356567383,0.2680882215499878,0.22095033526420593,0.1716364622116089,0.13731837272644043
founder,0.14688730239868164,0.17694011330604553,0.5451076626777649,0.1966208815574646,0.23570314049720764,0.14463269710540771,0.2159617841243744,0.25088685750961304,0.24715600907802582,0.2539704144001007,0.25088685750961304,0.16092421114444733,0.13665783405303955
and,0.31309178471565247,0.19601449370384216,0.21528133749961853,0.3859752118587494,0.5755972862243652,0.2838519215583801,0.19591780006885529,0.5116966962814331,0.5171257257461548,0.2665814459323883,0.5116966962814331,0.23260825872421265,0.20544172823429108
the,0.42745697498321533,0.23993754386901855,0.16098161041736603,0.5823672413825989,0.6021018624305725,0.4207492768764496,0.22524002194404602,0.733189046382904,1.0,0.263973206281662,0.733189046382904,0.27360326051712036,0.22068053483963013
third,0.2033906877040863,0.11587195098400116,0.10705234110355377,0.31551501154899597,0.31292328238487244,0.233324334025383,0.13052323460578918,0.30602210760116577,0.4229298532009125,0.19171591103076935,0.30602210760116577,0.14460968971252441,0.15394791960716248
richest,0.15347081422805786,0.19157825410366058,0.3056599497795105,0.22298955917358398,0.21446998417377472,0.1529211848974228,0.19548636674880981,0.3122171461582184,0.27766263484954834,0.17788313329219818,0.3122171461582184,0.1742541491985321,0.15691500902175903
man,0.21916821599006653,0.10752692073583603,0.14585739374160767,0.2326623499393463,0.2846953868865967,0.2114652395248413,0.06511612236499786,0.16490690410137177,0.23171134293079376,0.09502419084310532,0.16490690410137177,0.22013410925865173,0.2528940737247467
in,0.30808621644973755,0.15674716234207153,0.13535729050636292,0.5394441485404968,0.5073733329772949,0.2605783939361572,0.2126772403717041,0.5696388483047485,0.6662389636039734,0.3201795518398285,0.5696388483047485,0.23921214044094086,0.20430970191955566
america,0.2517423629760742,0.23643958568572998,0.16139987111091614,0.1998184472322464,0.2576046884059906,0.1472693532705307,0.13666559755802155,0.28803038597106934,0.37090015411376953,0.19259725511074066,0.28803038597106934,0.270107239484787,0.19333907961845398
larry,0.1495525985956192,0.2585463225841522,0.2516958713531494,0.137445330619812,0.2072480022907257,0.13999778032302856,0.16340947151184082,0.10949019342660904,0.19822339713573456,0.23508642613887787,0.10949019342660904,0.27650249004364014,0.17208139598369598
ellison,0.1982637196779251,0.22267812490463257,0.2661440670490265,0.23077218234539032,0.238520547747612,0.2591571807861328,0.19510699808597565,0.21392963826656342,0.2653115689754486,0.2514861226081848,0.21392963826656342,0.23448073863983154,0.2263619601726532
",",0.3087472915649414,0.21971753239631653,0.24176505208015442,0.4691906273365021,0.4717654287815094,0.3581022024154663,0.2394251972436905,0.4946078956127167,0.4933079481124878,0.3017033040523529,0.4946078956127167,0.2679542899131775,0.31091248989105225
goldman,0.1869022250175476,0.20454703271389008,0.27972307801246643,0.16984866559505463,0.18526990711688995,0.14369918406009674,0.18966160714626312,0.17767997086048126,0.21957680583000183,0.24478577077388763,0.17767997086048126,0.24084345996379852,0.19655320048332214
sachs,0.203375443816185,0.1760389655828476,0.2732705771923065,0.17191548645496368,0.2230292409658432,0.16591264307498932,0.1709117293357849,0.1838475912809372,0.22452358901500702,0.16538476943969727,0.1838475912809372,0.16170957684516907,0.20784007012844086
and,0.31309178471565247,0.19601449370384216,0.21528133749961853,0.3859752118587494,0.5755972862243652,0.2838519215583801,0.19591780006885529,0.5116966962814331,0.5171257257461548,0.2665814459323883,0.5116966962814331,0.23260825872421265,0.20544172823429108
mf,0.1228707879781723,0.22636878490447998,0.2726694345474243,0.14867278933525085,0.15990614891052246,0.1415092498064041,0.24848701059818268,0.09154163300991058,0.15809521079063416,0.1354580521583557,0.09154163300991058,0.11154576390981674,0.17066726088523865
global,0.21706031262874603,0.2141522765159607,0.23973864316940308,0.15464714169502258,0.2312089055776596,0.1917995810508728,0.20876404643058777,0.19114547967910767,0.17898012697696686,0.17555052042007446,0.19114547967910767,0.13767994940280914,0.22985349595546722
ceo,0.12662312388420105,0.30889075994491577,0.9999999403953552,0.14999867975711823,0.21185244619846344,0.10429366677999496,0.21360662579536438,0.14724358916282654,0.16098161041736603,0.21092920005321503,0.14724358916282654,0.22868463397026062,0.13378572463989258
as,0.31749409437179565,0.21757619082927704,0.23039278388023376,0.43216490745544434,0.5774298906326294,0.37218472361564636,0.19796635210514069,0.3886612355709076,0.48381632566452026,0.21858684718608856,0.3886612355709076,0.16836167871952057,0.27043893933296204
well,0.4154493808746338,0.16760282218456268,0.08935827016830444,0.33406564593315125,0.5816429853439331,0.2743435502052307,0.15126430988311768,0.3343164324760437,0.42630070447921753,0.18427997827529907,0.3343164324760437,0.23162737488746643,0.24815571308135986
as,0.31749409437179565,0.21757619082927704,0.23039278388023376,0.43216490745544434,0.5774298906326294,0.37218472361564636,0.19796635210514069,0.3886612355709076,0.48381632566452026,0.21858684718608856,0.3886612355709076,0.16836167871952057,0.27043893933296204
former,0.13598288595676422,0.11440925300121307,0.35740119218826294,0.2175939530134201,0.24325285851955414,0.128716379404068,0.24333471059799194,0.30415382981300354,0.2251449078321457,0.20305003225803375,0.30415382981300354,0.1526445895433426,0.10570605844259262
governor,0.21184112131595612,0.13375023007392883,0.27411824464797974,0.11671670526266098,0.11112888157367706,0.14023937284946442,0.14767803251743317,0.19877229630947113,0.19955585896968842,0.2833692133426666,0.19877229630947113,0.11615864932537079,0.135940283536911
of,0.33290785551071167,0.19447508454322815,0.14724358916282654,0.4854315221309662,0.4924938678741455,0.32280945777893066,0.27771928906440735,1.0,0.733189046382904,0.30646374821662903,1.0,0.18391016125679016,0.1826142966747284
new,0.2130378633737564,0.21616002917289734,0.14260075986385345,0.2208656519651413,0.30404865741729736,0.19160676002502441,0.22630517184734344,0.343457967042923,0.3845241069793701,0.23094747960567474,0.343457967042923,0.31635919213294983,0.14782847464084625
jersey,0.10421013087034225,0.17835338413715363,0.20051991939544678,0.17775407433509827,0.19878780841827393,0.12046723067760468,0.20327414572238922,0.2068556696176529,0.24937452375888824,0.17308774590492249,0.2068556696176529,0.37076184153556824,0.08899276703596115
jon,0.1635923981666565,0.13990144431591034,0.2111128568649292,0.15072263777256012,0.1642753630876541,0.13489603996276855,0.1999874711036682,0.08789495378732681,0.153504878282547,0.17486026883125305,0.08789495378732681,0.2297094613313675,0.1621117740869522
corzine,0.24799388647079468,0.22781194746494293,0.3405335247516632,0.29551073908805847,0.2839467525482178,0.31461358070373535,0.29595524072647095,0.3029828369617462,0.36138591170310974,0.2440318614244461,0.3029828369617462,0.29398465156555176,0.26413819193840027
",",0.3087472915649414,0.21971753239631653,0.24176505208015442,0.4691906273365021,0.4717654287815094,0.3581022024154663,0.2394251972436905,0.4946078956127167,0.4933079481124878,0.3017033040523529,0.4946078956127167,0.2679542899131775,0.31091248989105225
mckinsey,0.18500272929668427,0.26877105236053467,0.2704935669898987,0.24893952906131744,0.2975181043148041,0.22612214088439941,0.233387753367424,0.231185182929039,0.26681777834892273,0.2798556387424469,0.231185182929039,0.28544092178344727,0.2758098244667053
&,0.11141876131296158,0.10450756549835205,0.22707925736904144,0.08384179323911667,0.1553146094083786,0.051076289266347885,0.13164719939231873,0.19900451600551605,0.14992168545722961,0.18137070536613464,0.19900451600551605,0.1599438637495041,0.12596383690834045
company,0.2333769053220749,0.25422853231430054,0.470624715089798,0.18005689978599548,0.21313920617103577,0.13791987299919128,0.16718512773513794,0.20467796921730042,0.26591673493385315,0.20807470381259918,0.20467796921730042,0.16618211567401886,0.12195809185504913
founder,0.14688730239868164,0.17694011330604553,0.5451076626777649,0.1966208815574646,0.23570314049720764,0.14463269710540771,0.2159617841243744,0.25088685750961304,0.24715600907802582,0.2539704144001007,0.25088685750961304,0.16092421114444733,0.13665783405303955
and,0.31309178471565247,0.19601449370384216,0.21528133749961853,0.3859752118587494,0.5755972862243652,0.2838519215583801,0.19591780006885529,0.5116966962814331,0.5171257257461548,0.2665814459323883,0.5116966962814331,0.23260825872421265,0.20544172823429108
author,0.18480391800403595,0.1682429313659668,0.28866517543792725,0.20993228256702423,0.2134505808353424,0.2481902837753296,0.158415287733078,0.18473520874977112,0.199458509683609,0.21365895867347717,0.18473520874977112,0.19853611290454865,0.14162757992744446
of,0.33290785551071167,0.19447508454322815,0.14724358916282654,0.4854315221309662,0.4924938678741455,0.32280945777893066,0.27771928906440735,1.0,0.733189046382904,0.30646374821662903,1.0,0.18391016125679016,0.1826142966747284
the,0.42745697498321533,0.23993754386901855,0.16098161041736603,0.5823672413825989,0.6021018624305725,0.4207492768764496,0.22524002194404602,0.733189046382904,1.0,0.263973206281662,0.733189046382904,0.27360326051712036,0.22068053483963013
first,0.28086137771606445,0.1822841316461563,0.16785670816898346,0.30889374017715454,0.43768298625946045,0.29757723212242126,0.1461089849472046,0.3536086082458496,0.49448907375335693,0.2596641778945923,0.3536086082458496,0.24072907865047455,0.18701928853988647
management,0.180610790848732,0.30574479699134827,0.29812267422676086,0.24706420302391052,0.29045814275741577,0.16615402698516846,0.27101626992225647,0.31602242588996887,0.26673808693885803,0.26399970054626465,0.31602242588996887,0.16314087808132172,0.15866325795650482
accounting,0.2822095453739166,0.2652488052845001,0.2090572565793991,0.20961740612983704,0.22614417970180511,0.2196117788553238,0.29919901490211487,0.2985135316848755,0.254071444272995,0.27538982033729553,0.2985135316848755,0.1654283106327057,0.21913275122642517
textbook,0.3037169575691223,0.2150944024324417,0.168667271733284,0.15998037159442902,0.24607546627521515,0.17201752960681915,0.30612674355506897,0.18778112530708313,0.1896098256111145,0.35914063453674316,0.18778112530708313,0.24246849119663239,0.21686993539333344
james,0.20536290109157562,0.11855815351009369,0.24700289964675903,0.1426199972629547,0.17870911955833435,0.15221774578094482,0.2080969512462616,0.18323110044002533,0.22481533885002136,0.22221921384334564,0.18323110044002533,0.2564695179462433,0.12139993160963058
o.,-0.00868410337716341,0.05062944069504738,0.22058391571044922,-0.06064101308584213,-0.05940239503979683,0.010603289119899273,0.03328492119908333,-0.06221160292625427,-0.06308206915855408,0.06028122827410698,-0.06221160292625427,0.1273725926876068,0.07719738036394119
mckinsey,0.18500272929668427,0.26877105236053467,0.2704935669898987,0.24893952906131744,0.2975181043148041,0.22612214088439941,0.233387753367424,0.231185182929039,0.26681777834892273,0.2798556387424469,0.231185182929039,0.28544092178344727,0.2758098244667053
",",0.3087472915649414,0.21971753239631653,0.24176505208015442,0.4691906273365021,0.4717654287815094,0.3581022024154663,0.2394251972436905,0.4946078956127167,0.4933079481124878,0.3017033040523529,0.4946078956127167,0.2679542899131775,0.31091248989105225
arley,0.22080789506435394,0.16875338554382324,0.22589506208896637,0.21116550266742706,0.2502044439315796,0.23907870054244995,0.12373609095811844,0.24405492842197418,0.25246840715408325,0.17932143807411194,0.24405492842197418,0.25496649742126465,0.21392783522605896
d.,0.05416262149810791,-0.1417027860879898,0.0009347627637907863,-0.03094921074807644,0.09676357358694077,-0.10243349522352219,-0.08034931123256683,0.025261009112000465,0.03410084545612335,-0.04384462907910347,0.025261009112000465,0.02317272499203682,-0.049560099840164185
cathey,0.2300218790769577,0.20161888003349304,0.19078689813613892,0.24244466423988342,0.25452619791030884,0.18618576228618622,0.1075688898563385,0.2619759738445282,0.279380738735199,0.2765810191631317,0.2619759738445282,0.24247948825359344,0.20362809300422668
",",0.3087472915649414,0.21971753239631653,0.24176505208015442,0.4691906273365021,0.4717654287815094,0.3581022024154663,0.2394251972436905,0.4946078956127167,0.4933079481124878,0.3017033040523529,0.4946078956127167,0.2679542899131775,0.31091248989105225
bloomberg,0.1787320077419281,0.2476029098033905,0.33223390579223633,0.1906847208738327,0.23836007714271545,0.20982293784618378,0.28345245122909546,0.24135929346084595,0.28575897216796875,0.288578063249588,0.24135929346084595,0.403734028339386,0.2340536117553711
l.p.,0.10746563225984573,0.04728866368532181,0.0030399414245039225,0.015076140873134136,0.019126053899526596,0.09204798191785812,-0.015527504496276379,-0.0003930391976609826,0.06786594539880753,0.13259415328502655,-0.0003930391976609826,0.012540100142359734,0.0221394095569849
ceo,0.12662312388420105,0.30889075994491577,0.9999999403953552,0.14999867975711823,0.21185244619846344,0.10429366677999496,0.21360662579536438,0.14724358916282654,0.16098161041736603,0.21092920005321503,0.14724358916282654,0.22868463397026062,0.13378572463989258
daniel,0.09604346752166748,0.11688924580812454,0.16394765675067902,0.13591395318508148,0.1267959624528885,0.12941718101501465,0.13931013643741608,0.13703610002994537,0.16781723499298096,0.1400841325521469,0.13703610002994537,0.21867947280406952,0.1540297418832779
doctoroff,0.1992281675338745,0.24624617397785187,0.3222768306732178,0.15856394171714783,0.28239744901657104,0.23307673633098602,0.3118429183959961,0.16950467228889465,0.2233399748802185,0.424251526594162,0.16950467228889465,0.2909339964389801,0.191873237490654
",",0.3087472915649414,0.21971753239631653,0.24176505208015442,0.4691906273365021,0.4717654287815094,0.3581022024154663,0.2394251972436905,0.4946078956127167,0.4933079481124878,0.3017033040523529,0.4946078956127167,0.2679542899131775,0.31091248989105225
credit,0.24852240085601807,0.1981351524591446,0.23130609095096588,0.07379506528377533,0.20997633039951324,0.15155790746212006,0.21094022691249847,0.1627483367919922,0.20452284812927246,0.12157715857028961,0.1627483367919922,0.14845344424247742,0.13371090590953827
suisse,0.12239670008420944,0.17559154331684113,0.22276833653450012,0.13617320358753204,0.1247289627790451,0.11690465360879898,0.25889909267425537,0.21185846626758575,0.2753676772117615,0.21802407503128052,0.21185846626758575,0.2337752878665924,0.10149852931499481
ceo,0.12662312388420105,0.30889075994491577,0.9999999403953552,0.14999867975711823,0.21185244619846344,0.10429366677999496,0.21360662579536438,0.14724358916282654,0.16098161041736603,0.21092920005321503,0.14724358916282654,0.22868463397026062,0.13378572463989258
brady,0.1700008362531662,0.21698279678821564,0.13111673295497894,0.11863109469413757,0.23061968386173248,0.22160428762435913,0.1090703159570694,0.21700039505958557,0.22030501067638397,0.12732891738414764,0.21700039505958557,0.2990454137325287,0.20001526176929474
dougan,0.14134180545806885,0.21794098615646362,0.2912064492702484,0.25375545024871826,0.25164058804512024,0.23729413747787476,0.17246977984905243,0.22593538463115692,0.2884640693664551,0.2433563768863678,0.22593538463115692,0.32935985922813416,0.17870637774467468
",",0.3087472915649414,0.21971753239631653,0.24176505208015442,0.4691906273365021,0.4717654287815094,0.3581022024154663,0.2394251972436905,0.4946078956127167,0.4933079481124878,0.3017033040523529,0.4946078956127167,0.2679542899131775,0.31091248989105225
morningstar,0.2269948124885559,0.28212055563926697,0.24708643555641174,0.20345363020896912,0.24365390837192535,0.14189137518405914,0.21239684522151947,0.1559830904006958,0.238221675157547,0.1705232560634613,0.1559830904006958,0.30496957898139954,0.1662367731332779
",",0.3087472915649414,0.21971753239631653,0.24176505208015442,0.4691906273365021,0.4717654287815094,0.3581022024154663,0.2394251972436905,0.4946078956127167,0.4933079481124878,0.3017033040523529,0.4946078956127167,0.2679542899131775,0.31091248989105225
inc.,0.2657894194126129,0.21364985406398773,0.20209209620952606,0.2031414806842804,0.3027065396308899,0.22210384905338287,0.10664795339107513,0.2896924912929535,0.26402559876441956,0.1787787824869156,0.2896924912929535,0.18345887959003448,0.2727344036102295
founder,0.14688730239868164,0.17694011330604553,0.5451076626777649,0.1966208815574646,0.23570314049720764,0.14463269710540771,0.2159617841243744,0.25088685750961304,0.24715600907802582,0.2539704144001007,0.25088685750961304,0.16092421114444733,0.13665783405303955
and,0.31309178471565247,0.19601449370384216,0.21528133749961853,0.3859752118587494,0.5755972862243652,0.2838519215583801,0.19591780006885529,0.5116966962814331,0.5171257257461548,0.2665814459323883,0.5116966962814331,0.23260825872421265,0.20544172823429108
ceo,0.12662312388420105,0.30889075994491577,0.9999999403953552,0.14999867975711823,0.21185244619846344,0.10429366677999496,0.21360662579536438,0.14724358916282654,0.16098161041736603,0.21092920005321503,0.14724358916282654,0.22868463397026062,0.13378572463989258
joe,0.17233887314796448,0.18051637709140778,0.16360117495059967,0.12634335458278656,0.18861542642116547,0.1799817532300949,0.12513406574726105,0.1494843065738678,0.18907766044139862,0.11151993274688721,0.1494843065738678,0.2593059837818146,0.14875642955303192
mansueto,0.23337587714195251,0.15808705985546112,0.20628608763217926,0.22799688577651978,0.26968488097190857,0.16133449971675873,0.08717908710241318,0.2227511703968048,0.26005929708480835,0.18101896345615387,0.2227511703968048,0.16942261159420013,0.19016650319099426
",",0.3087472915649414,0.21971753239631653,0.24176505208015442,0.4691906273365021,0.4717654287815094,0.3581022024154663,0.2394251972436905,0.4946078956127167,0.4933079481124878,0.3017033040523529,0.4946078956127167,0.2679542899131775,0.31091248989105225
chicago,0.1521448791027069,0.21261024475097656,0.22868463397026062,0.12146236002445221,0.23204413056373596,0.1588904708623886,0.2558347284793854,0.18391016125679016,0.27360326051712036,0.29005804657936096,0.18391016125679016,1.0,0.16446958482265472
cubs,0.11194232106208801,0.19472108781337738,0.1047273576259613,0.15445806086063385,0.2325015366077423,0.1234220564365387,0.20296283066272736,0.1757000982761383,0.26889070868492126,0.21064309775829315,0.1757000982761383,0.4602428376674652,0.17322473227977753
owner,0.149997740983963,0.15242569148540497,0.433909147977829,0.20626334846019745,0.24661417305469513,0.1769057810306549,0.13328643143177032,0.1597081422805786,0.22181597352027893,0.1676972210407257,0.1597081422805786,0.2027285248041153,0.1461835652589798
and,0.31309178471565247,0.19601449370384216,0.21528133749961853,0.3859752118587494,0.5755972862243652,0.2838519215583801,0.19591780006885529,0.5116966962814331,0.5171257257461548,0.2665814459323883,0.5116966962814331,0.23260825872421265,0.20544172823429108
chairman,0.07858958840370178,0.22284334897994995,0.6420313119888306,0.18031281232833862,0.20066115260124207,0.1301189512014389,0.25856813788414,0.2167922407388687,0.2121211588382721,0.24106574058532715,0.2167922407388687,0.18397976458072662,0.08324678242206573
thomas,0.1806955188512802,0.1856864094734192,0.2243909239768982,0.15801864862442017,0.1750018447637558,0.15775039792060852,0.06994975358247757,0.18699592351913452,0.23505409061908722,0.22650018334388733,0.18699592351913452,0.19086909294128418,0.16133050620555878
s.,0.027025721967220306,0.13032640516757965,-0.06587184965610504,-0.06830571591854095,-0.03074020706117153,-0.028599120676517487,-0.004626566078513861,-0.10292956233024597,-0.04539619758725166,-0.08667944371700287,-0.10292956233024597,-0.09211800247430801,0.07581593841314316
ricketts,0.22427886724472046,0.09926556795835495,0.12624257802963257,0.16179293394088745,0.28467297554016113,0.23923884332180023,0.18573197722434998,0.23624467849731445,0.2604096531867981,0.1788177639245987,0.23624467849731445,0.15302085876464844,0.20245489478111267
",",0.3087472915649414,0.21971753239631653,0.24176505208015442,0.4691906273365021,0.4717654287815094,0.3581022024154663,0.2394251972436905,0.4946078956127167,0.4933079481124878,0.3017033040523529,0.4946078956127167,0.2679542899131775,0.31091248989105225
and,0.31309178471565247,0.19601449370384216,0.21528133749961853,0.3859752118587494,0.5755972862243652,0.2838519215583801,0.19591780006885529,0.5116966962814331,0.5171257257461548,0.2665814459323883,0.5116966962814331,0.23260825872421265,0.20544172823429108
nba,0.11413844674825668,0.24737349152565002,0.2165713608264923,0.11861348152160645,0.18821769952774048,0.1265539824962616,0.2876242995262146,0.1814490705728531,0.19036747515201569,0.2260371893644333,0.1814490705728531,0.2928691804409027,0.17903099954128265
commissioner,0.1831938475370407,0.17496830224990845,0.3767217993736267,0.18475627899169922,0.2295050173997879,0.15447744727134705,0.23128920793533325,0.233353391289711,0.25271227955818176,0.2236086130142212,0.233353391289711,0.253319650888443,0.1209191158413887
adam,0.1604827493429184,0.1805340051651001,0.18038630485534668,0.17023596167564392,0.18482258915901184,0.2082960307598114,0.16330569982528687,0.1344785839319229,0.18194441497325897,0.1444789469242096,0.1344785839319229,0.13922078907489777,0.12292556464672089
silver,0.10540545731782913,0.11788865923881531,0.12448778748512268,0.20722414553165436,0.3041866421699524,0.16108211874961853,0.17562276124954224,0.18475119769573212,0.2600913643836975,0.11830545961856842,0.18475119769573212,0.11627574265003204,0.11920861899852753
.,0.3567904531955719,0.23290912806987762,0.17370131611824036,0.4569662809371948,0.49166762828826904,0.3581749200820923,0.2471552938222885,0.5352458953857422,0.5934505462646484,0.290679007768631,0.5352458953857422,0.2771213948726654,0.4130953550338745
