,in,experiments,",",a,bridge,of,what,element,can,be,built,between,poles,of,a,magnet,?
spin,0.16934846341609955,0.2112531065940857,0.21235895156860352,0.2491714507341385,0.06173624470829964,0.1442040354013443,0.1801164597272873,0.16722585260868073,0.19974039494991302,0.19910596311092377,0.08312593400478363,0.10828414559364319,0.20694559812545776,0.1442040354013443,0.2491714507341385,0.3503159284591675,0.10766658186912537
magnetic,0.13499167561531067,0.298794150352478,0.15619294345378876,0.19198331236839294,0.10749147087335587,0.16237565875053406,0.19557252526283264,0.2947538197040558,0.2819761633872986,0.2283020317554474,0.17189417779445648,0.21079519391059875,0.45344728231430054,0.16237565875053406,0.19198331236839294,0.8411728143692017,0.10858146101236343
moments,0.21044118702411652,0.3571423888206482,0.21995268762111664,0.2419203817844391,0.08013344556093216,0.20084315538406372,0.29474949836730957,0.17781531810760498,0.27528390288352966,0.30899399518966675,0.12555228173732758,0.2028805911540985,0.3427121043205261,0.20084315538406372,0.2419203817844391,0.25656962394714355,0.1558983474969864
of,0.5696388483047485,0.16935081779956818,0.4946078956127167,0.5052502155303955,0.17739711701869965,1.0,0.33290785551071167,0.21102571487426758,0.2603091299533844,0.33904364705085754,0.23442776501178741,0.3737983703613281,0.15186354517936707,1.0,0.5052502155303955,0.17198558151721954,0.1826142966747284
the,0.6662389636039734,0.21008943021297455,0.4933079481124878,0.5829201340675354,0.27692803740501404,0.733189046382904,0.42745697498321533,0.2041647583246231,0.312528520822525,0.4248143136501312,0.2950156033039093,0.39067012071609497,0.21806979179382324,0.733189046382904,0.5829201340675354,0.20539982616901398,0.22068053483963013
unpaired,0.24776829779148102,0.33487212657928467,0.27850809693336487,0.30144721269607544,0.20065176486968994,0.2803429663181305,0.28306058049201965,0.26663661003112793,0.3626985549926758,0.36002251505851746,0.22090141475200653,0.3069581687450409,0.167348250746727,0.2803429663181305,0.30144721269607544,0.23189201951026917,0.1656719297170639
electrons,0.15858358144760132,0.34909680485725403,0.2110055536031723,0.2377878874540329,0.17643924057483673,0.1921376883983612,0.23107858002185822,0.5012504458427429,0.3187468349933624,0.2835671901702881,0.13985106348991394,0.2397078275680542,0.34080812335014343,0.1921376883983612,0.2377878874540329,0.5075132846832275,0.15516111254692078
in,1.0,0.21977302432060242,0.5201468467712402,0.539380669593811,0.235438272356987,0.5696388483047485,0.30808621644973755,0.16983667016029358,0.26527702808380127,0.3481820821762085,0.25829681754112244,0.41100412607192993,0.17341306805610657,0.5696388483047485,0.539380669593811,0.18377093970775604,0.20430970191955566
the,0.6662389636039734,0.21008943021297455,0.4933079481124878,0.5829201340675354,0.27692803740501404,0.733189046382904,0.42745697498321533,0.2041647583246231,0.312528520822525,0.4248143136501312,0.2950156033039093,0.39067012071609497,0.21806979179382324,0.733189046382904,0.5829201340675354,0.20539982616901398,0.22068053483963013
molecule,0.22239558398723602,0.3026255667209625,0.16086536645889282,0.25077784061431885,0.19364188611507416,0.24491971731185913,0.22070930898189545,0.4186843931674957,0.3476022779941559,0.2956596314907074,0.09831572324037552,0.1999097317457199,0.26064223051071167,0.24491971731185913,0.25077784061431885,0.359965980052948,0.15761622786521912
",",0.5201468467712402,0.22640827298164368,1.0000001192092896,0.427140474319458,0.2011108100414276,0.4946078956127167,0.3087472915649414,0.20181523263454437,0.3139454126358032,0.39254459738731384,0.22658206522464752,0.27714940905570984,0.17834487557411194,0.4946078956127167,0.427140474319458,0.1786278635263443,0.31091248989105225
and,0.4954058527946472,0.3053898811340332,0.6633074283599854,0.3739250600337982,0.22415432333946228,0.5116966962814331,0.31309178471565247,0.16833719611167908,0.3675691485404968,0.41766801476478577,0.2814858853816986,0.40645647048950195,0.2063242346048355,0.5116966962814331,0.3739250600337982,0.2224304974079132,0.20544172823429108
the,0.6662389636039734,0.21008943021297455,0.4933079481124878,0.5829201340675354,0.27692803740501404,0.733189046382904,0.42745697498321533,0.2041647583246231,0.312528520822525,0.4248143136501312,0.2950156033039093,0.39067012071609497,0.21806979179382324,0.733189046382904,0.5829201340675354,0.20539982616901398,0.22068053483963013
negative,0.17476117610931396,0.2058483064174652,0.18075795471668243,0.22058971226215363,0.14361700415611267,0.17049510776996613,0.23431497812271118,0.2684383988380432,0.25645697116851807,0.2489178329706192,0.06719518452882767,0.1737852841615677,0.28971588611602783,0.17049510776996613,0.22058971226215363,0.2970846891403198,0.12562139332294464
exchange,0.21970009803771973,0.13845261931419373,0.2447657436132431,0.14749813079833984,0.10912663489580154,0.23548997938632965,0.11323627829551697,0.21193601191043854,0.19783957302570343,0.12586179375648499,0.12002437561750412,0.23108834028244019,0.06234338879585266,0.23548997938632965,0.14749813079833984,0.09507231414318085,0.048212938010692596
energy,0.17693158984184265,0.2591966688632965,0.21156731247901917,0.21513298153877258,0.09109235554933548,0.26257598400115967,0.190252885222435,0.22463560104370117,0.28262534737586975,0.2677359879016876,0.12282475084066391,0.19060273468494415,0.22017787396907806,0.26257598400115967,0.21513298153877258,0.26414161920547485,0.14860127866268158
between,0.41100412607192993,0.17848534882068634,0.27714940905570984,0.29385313391685486,0.22298501431941986,0.3737983703613281,0.2462156116962433,0.1432136595249176,0.23827335238456726,0.2079806923866272,0.2490030825138092,0.9999999403953552,0.227285698056221,0.3737983703613281,0.29385313391685486,0.19045846164226532,0.12887074053287506
neighboring,0.33799660205841064,0.06456901878118515,0.28581491112709045,0.23011620342731476,0.14868706464767456,0.2801951467990875,0.19534336030483246,0.16643042862415314,0.138542041182518,0.13198065757751465,0.17114515602588654,0.366359680891037,0.23962600529193878,0.2801951467990875,0.23011620342731476,0.12383130937814713,0.05513705313205719
o,0.17052006721496582,0.05524269491434097,0.2621893286705017,0.18840523064136505,0.06896708160638809,0.16054381430149078,0.1489914506673813,0.12802910804748535,0.13634033501148224,0.14611780643463135,0.08181247115135193,0.08195943385362625,0.08952035754919052,0.16054381430149078,0.18840523064136505,0.11496413499116898,0.23868927359580994
2,0.01447046548128128,-0.03341331705451012,-0.08638399094343185,-0.05323360115289688,0.009404967539012432,-0.013777675107121468,-0.049862053245306015,0.012102249078452587,0.01035431306809187,0.02104739472270012,0.04575886204838753,-0.014141567051410675,-0.04772954061627388,-0.013777675107121468,-0.05323360115289688,0.024864105507731438,0.001977203879505396
molecules,0.2197362184524536,0.3446955382823944,0.18639802932739258,0.23147501051425934,0.1664954423904419,0.24428431689739227,0.2143162339925766,0.36058488488197327,0.376198410987854,0.307099312543869,0.13342644274234772,0.23308295011520386,0.30432096123695374,0.24428431689739227,0.23147501051425934,0.3548026382923126,0.17409995198249817
.,0.5591574311256409,0.261809378862381,0.6812511086463928,0.50484299659729,0.23252202570438385,0.5352458953857422,0.3567904531955719,0.24230757355690002,0.35783761739730835,0.4383580684661865,0.2374027520418167,0.30295518040657043,0.18478022515773773,0.5352458953857422,0.50484299659729,0.23029731214046478,0.4130953550338745
,in,experiments,",",a,bridge,of,what,element,can,be,built,between,poles,of,a,magnet,?
liquid,0.19967526197433472,0.24867035448551178,0.18898124992847443,0.2669180929660797,0.06649621576070786,0.2296105921268463,0.24017377197742462,0.3156598210334778,0.3714004456996918,0.34251296520233154,0.12830744683742523,0.14486807584762573,0.23522493243217468,0.2296105921268463,0.2669180929660797,0.3103766441345215,0.18412289023399353
oxygen,0.1672476977109909,0.23196229338645935,0.21812842786312103,0.21662019193172455,0.09044943004846573,0.16848602890968323,0.16781960427761078,0.35867807269096375,0.3056217133998871,0.28851351141929626,0.12117334455251694,0.1443812996149063,0.18953174352645874,0.16848602890968323,0.21662019193172455,0.24370773136615753,0.16786395013332367
is,0.5394441485404968,0.16474494338035583,0.4691906273365021,0.658733606338501,0.1899378001689911,0.4854315221309662,0.28837618231773376,0.3385811448097229,0.44256699085235596,0.4819129705429077,0.17778918147087097,0.26809602975845337,0.11609414964914322,0.4854315221309662,0.658733606338501,0.2401144802570343,0.22961433231830597
attracted,0.2388908863067627,0.2647703289985657,0.19303542375564575,0.2096342146396637,0.1381852924823761,0.23168495297431946,0.12504146993160248,0.16426660120487213,0.20597106218338013,0.22855158150196075,0.16388298571109772,0.2864629030227661,0.2447473704814911,0.23168495297431946,0.2096342146396637,0.3086186647415161,0.06735223531723022
to,0.45010748505592346,0.273220032453537,0.44245919585227966,0.45503583550453186,0.21516349911689758,0.41548454761505127,0.455847829580307,0.20668300986289978,0.4979398250579834,0.4972836375236511,0.2183011770248413,0.3639189600944519,0.2494174838066101,0.41548454761505127,0.45503583550453186,0.2389988750219345,0.29463258385658264
a,0.539380669593811,0.21744723618030548,0.427140474319458,1.0,0.1554761528968811,0.5052502155303955,0.3320399522781372,0.3271445333957672,0.3915780484676361,0.39883795380592346,0.23064446449279785,0.29385313391685486,0.17869403958320618,0.5052502155303955,1.0,0.2758888900279999,0.23916715383529663
magnet,0.18377093970775604,0.2757225036621094,0.1786278635263443,0.2758888900279999,0.14028969407081604,0.17198558151721954,0.18846699595451355,0.2546837031841278,0.27014902234077454,0.22586916387081146,0.18721209466457367,0.19045846164226532,0.40393781661987305,0.17198558151721954,0.2758888900279999,1.0,0.13149034976959229
to,0.45010748505592346,0.273220032453537,0.44245919585227966,0.45503583550453186,0.21516349911689758,0.41548454761505127,0.455847829580307,0.20668300986289978,0.4979398250579834,0.4972836375236511,0.2183011770248413,0.3639189600944519,0.2494174838066101,0.41548454761505127,0.45503583550453186,0.2389988750219345,0.29463258385658264
a,0.539380669593811,0.21744723618030548,0.427140474319458,1.0,0.1554761528968811,0.5052502155303955,0.3320399522781372,0.3271445333957672,0.3915780484676361,0.39883795380592346,0.23064446449279785,0.29385313391685486,0.17869403958320618,0.5052502155303955,1.0,0.2758888900279999,0.23916715383529663
sufficient,0.19672052562236786,0.24265456199645996,0.2190081626176834,0.2978554368019104,0.1067773848772049,0.23525285720825195,0.34977179765701294,0.26367345452308655,0.37754026055336,0.41246068477630615,0.13705168664455414,0.20509667694568634,0.1727110594511032,0.23525285720825195,0.2978554368019104,0.22227470576763153,0.2950035035610199
extent,0.1923665851354599,0.17396825551986694,0.2477271556854248,0.20074869692325592,0.07014429569244385,0.31072598695755005,0.369102418422699,0.162227600812912,0.3049246072769165,0.31358057260513306,0.11850903183221817,0.18004323542118073,0.15455076098442078,0.31072598695755005,0.20074869692325592,0.09341410547494888,0.1940663903951645
that,0.435920387506485,0.34689804911613464,0.4137537479400635,0.47537946701049805,0.17686614394187927,0.41498205065727234,0.6297725439071655,0.29008960723876953,0.4522190988063812,0.6036020517349243,0.2532336115837097,0.299440860748291,0.24584241211414337,0.41498205065727234,0.47537946701049805,0.2427070438861847,0.32716336846351624
",",0.5201468467712402,0.22640827298164368,1.0000001192092896,0.427140474319458,0.2011108100414276,0.4946078956127167,0.3087472915649414,0.20181523263454437,0.3139454126358032,0.39254459738731384,0.22658206522464752,0.27714940905570984,0.17834487557411194,0.4946078956127167,0.427140474319458,0.1786278635263443,0.31091248989105225
in,1.0,0.21977302432060242,0.5201468467712402,0.539380669593811,0.235438272356987,0.5696388483047485,0.30808621644973755,0.16983667016029358,0.26527702808380127,0.3481820821762085,0.25829681754112244,0.41100412607192993,0.17341306805610657,0.5696388483047485,0.539380669593811,0.18377093970775604,0.20430970191955566
laboratory,0.2533527612686157,0.5173260569572449,0.23480524122714996,0.2253785878419876,0.11091890186071396,0.23493865132331848,0.20190474390983582,0.2576938271522522,0.22380799055099487,0.20519396662712097,0.25825461745262146,0.11946020275354385,0.15408824384212494,0.23493865132331848,0.2253785878419876,0.26594218611717224,0.07445509731769562
demonstrations,0.29964759945869446,0.3633131980895996,0.30797919631004333,0.23741081357002258,0.11757342517375946,0.2587635815143585,0.17201164364814758,0.1912350356578827,0.21721024811267853,0.19588501751422882,0.23761099576950073,0.25007981061935425,0.3353706896305084,0.2587635815143585,0.23741081357002258,0.16544264554977417,0.13306647539138794
",",0.5201468467712402,0.22640827298164368,1.0000001192092896,0.427140474319458,0.2011108100414276,0.4946078956127167,0.3087472915649414,0.20181523263454437,0.3139454126358032,0.39254459738731384,0.22658206522464752,0.27714940905570984,0.17834487557411194,0.4946078956127167,0.427140474319458,0.1786278635263443,0.31091248989105225
a,0.539380669593811,0.21744723618030548,0.427140474319458,1.0,0.1554761528968811,0.5052502155303955,0.3320399522781372,0.3271445333957672,0.3915780484676361,0.39883795380592346,0.23064446449279785,0.29385313391685486,0.17869403958320618,0.5052502155303955,1.0,0.2758888900279999,0.23916715383529663
bridge,0.235438272356987,0.1247742548584938,0.2011108100414276,0.1554761528968811,0.9999999403953552,0.17739711701869965,0.16739098727703094,0.14461621642112732,0.09538934379816055,0.162679985165596,0.2769259810447693,0.22298501431941986,0.12858465313911438,0.17739711701869965,0.1554761528968811,0.14028969407081604,0.1396101862192154
of,0.5696388483047485,0.16935081779956818,0.4946078956127167,0.5052502155303955,0.17739711701869965,1.0,0.33290785551071167,0.21102571487426758,0.2603091299533844,0.33904364705085754,0.23442776501178741,0.3737983703613281,0.15186354517936707,1.0,0.5052502155303955,0.17198558151721954,0.1826142966747284
liquid,0.19967526197433472,0.24867035448551178,0.18898124992847443,0.2669180929660797,0.06649621576070786,0.2296105921268463,0.24017377197742462,0.3156598210334778,0.3714004456996918,0.34251296520233154,0.12830744683742523,0.14486807584762573,0.23522493243217468,0.2296105921268463,0.2669180929660797,0.3103766441345215,0.18412289023399353
oxygen,0.1672476977109909,0.23196229338645935,0.21812842786312103,0.21662019193172455,0.09044943004846573,0.16848602890968323,0.16781960427761078,0.35867807269096375,0.3056217133998871,0.28851351141929626,0.12117334455251694,0.1443812996149063,0.18953174352645874,0.16848602890968323,0.21662019193172455,0.24370773136615753,0.16786395013332367
may,0.3424151837825775,0.19745676219463348,0.5007920861244202,0.29255667328834534,0.13534016907215118,0.26447007060050964,0.25739946961402893,0.1370357722043991,0.43584567308425903,0.45514434576034546,0.12170892208814621,0.18371161818504333,0.09566190093755722,0.26447007060050964,0.29255667328834534,0.12203329801559448,0.2768254578113556
be,0.3481820821762085,0.3123800754547119,0.39254459738731384,0.39883795380592346,0.162679985165596,0.33904364705085754,0.3929833769798279,0.25885871052742004,0.5791122913360596,1.0,0.162033811211586,0.2079806923866272,0.21019381284713745,0.33904364705085754,0.39883795380592346,0.22586916387081146,0.3324260413646698
supported,0.22075232863426208,0.2283443659543991,0.2703314423561096,0.21957339346408844,0.14576703310012817,0.30414751172065735,0.16402992606163025,0.12063608318567276,0.16296319663524628,0.2447466105222702,0.319027304649353,0.19739662110805511,0.18197530508041382,0.30414751172065735,0.21957339346408844,0.15126387774944305,0.11593948304653168
against,0.27273955941200256,0.16304564476013184,0.31168749928474426,0.2227657586336136,0.0816267654299736,0.2669808566570282,0.24561616778373718,0.054057419300079346,0.14655618369579315,0.18640132248401642,0.1266983449459076,0.26795369386672974,0.2315923571586609,0.2669808566570282,0.2227657586336136,0.11904806643724442,0.18095137178897858
its,0.3793783485889435,0.1556488424539566,0.33157986402511597,0.4424409866333008,0.1735735982656479,0.48690423369407654,0.30393704771995544,0.318306028842926,0.2625933587551117,0.2731834948062897,0.26613008975982666,0.2510443925857544,0.17956222593784332,0.48690423369407654,0.4424409866333008,0.1564817875623703,0.15103481709957123
own,0.31893372535705566,0.24410788714885712,0.2796398997306824,0.3093770742416382,0.05478000268340111,0.3269667625427246,0.35062843561172485,0.19031700491905212,0.30718106031417847,0.24039055407047272,0.1790509968996048,0.13452056050300598,0.13677354156970978,0.3269667625427246,0.3093770742416382,0.11363740265369415,0.1937696635723114
weight,0.14912216365337372,0.24312631785869598,0.13127365708351135,0.2418769896030426,0.14689694344997406,0.1631830334663391,0.20223349332809448,0.3137328326702118,0.3051937520503998,0.28025588393211365,0.18863381445407867,0.15102319419384003,0.22282060980796814,0.1631830334663391,0.2418769896030426,0.19593632221221924,0.18111222982406616
between,0.41100412607192993,0.17848534882068634,0.27714940905570984,0.29385313391685486,0.22298501431941986,0.3737983703613281,0.2462156116962433,0.1432136595249176,0.23827335238456726,0.2079806923866272,0.2490030825138092,0.9999999403953552,0.227285698056221,0.3737983703613281,0.29385313391685486,0.19045846164226532,0.12887074053287506
the,0.6662389636039734,0.21008943021297455,0.4933079481124878,0.5829201340675354,0.27692803740501404,0.733189046382904,0.42745697498321533,0.2041647583246231,0.312528520822525,0.4248143136501312,0.2950156033039093,0.39067012071609497,0.21806979179382324,0.733189046382904,0.5829201340675354,0.20539982616901398,0.22068053483963013
poles,0.17341306805610657,0.20374104380607605,0.17834487557411194,0.17869403958320618,0.12858465313911438,0.15186354517936707,0.12107034027576447,0.15065178275108337,0.24143797159194946,0.21019381284713745,0.2071923315525055,0.227285698056221,0.9999999403953552,0.15186354517936707,0.17869403958320618,0.40393781661987305,0.06705328822135925
of,0.5696388483047485,0.16935081779956818,0.4946078956127167,0.5052502155303955,0.17739711701869965,1.0,0.33290785551071167,0.21102571487426758,0.2603091299533844,0.33904364705085754,0.23442776501178741,0.3737983703613281,0.15186354517936707,1.0,0.5052502155303955,0.17198558151721954,0.1826142966747284
a,0.539380669593811,0.21744723618030548,0.427140474319458,1.0,0.1554761528968811,0.5052502155303955,0.3320399522781372,0.3271445333957672,0.3915780484676361,0.39883795380592346,0.23064446449279785,0.29385313391685486,0.17869403958320618,0.5052502155303955,1.0,0.2758888900279999,0.23916715383529663
powerful,0.17873525619506836,0.16669507324695587,0.19557704031467438,0.2647459805011749,0.10305370390415192,0.2867213189601898,0.20215895771980286,0.20797349512577057,0.23148605227470398,0.23873676359653473,0.29065465927124023,0.11153808236122131,0.16575384140014648,0.2867213189601898,0.2647459805011749,0.17425931990146637,0.12160622328519821
magnet,0.18377093970775604,0.2757225036621094,0.1786278635263443,0.2758888900279999,0.14028969407081604,0.17198558151721954,0.18846699595451355,0.2546837031841278,0.27014902234077454,0.22586916387081146,0.18721209466457367,0.19045846164226532,0.40393781661987305,0.17198558151721954,0.2758888900279999,1.0,0.13149034976959229
.,0.5591574311256409,0.261809378862381,0.6812511086463928,0.50484299659729,0.23252202570438385,0.5352458953857422,0.3567904531955719,0.24230757355690002,0.35783761739730835,0.4383580684661865,0.2374027520418167,0.30295518040657043,0.18478022515773773,0.5352458953857422,0.50484299659729,0.23029731214046478,0.4130953550338745
